film_id,title,description,release_year,rental_duration,rental_rate,length,replacement_cost,rating,language,category
905,Trainspotting Strangers,A Fast-Paced Drama of a Pioneer And a Mad Cow who must Challenge a Madman in Ancient Japan,2006,7,4.99,132,10.99,PG-13,English,Comedy
126,Casualties Encino,A Insightful Yarn of a A Shark And a Pastry Chef who must Face a Boy in A Monastery,2006,3,4.99,179,16.99,G,English,Action
175,Confused Candles,A Stunning Epistle of a Cat And a Forensic Psychologist who must Confront a Pioneer in A Baloon,2006,3,2.99,122,27.99,PG-13,English,Family
708,Quills Bull,A Thoughtful Story of a Pioneer And a Woman who must Reach a Moose in Australia,2006,4,4.99,112,19.99,R,English,Documentary
368,Gone Trouble,A Insightful Character Study of a Mad Cow And a Forensic Psychologist who must Conquer a A Shark in A Manhattan Penthouse,2006,7,2.99,84,20.99,R,English,Drama
452,Illusion Amelie,A Emotional Epistle of a Boat And a Mad Scientist who must Outrace a Robot in An Abandoned Mine Shaft,2006,4,0.99,122,15.99,R,English,Foreign
769,School Jacket,A Intrepid Yarn of a Monkey And a Boy who must Fight a Composer in A Manhattan Penthouse,2006,5,4.99,151,21.99,PG-13,English,Foreign
138,Chariots Conspiracy,A Unbelieveable Epistle of a Robot And a Husband who must Chase a Robot in The First Manned Space Station,2006,5,2.99,71,29.99,R,English,Sci-Fi
142,Chicken Hellfighters,A Emotional Drama of a Dog And a Explorer who must Outrace a Technical Writer in Australia,2006,3,0.99,122,24.99,PG,English,Documentary
780,Sensibility Rear,A Emotional Tale of a Robot And a Sumo Wrestler who must Redeem a Pastry Chef in A Baloon Factory,2006,7,4.99,98,15.99,PG,English,Family
86,Boogie Amelie,A Lacklusture Character Study of a Husband And a Sumo Wrestler who must Succumb a Technical Writer in The Gulf of Mexico,2006,6,4.99,121,11.99,R,English,Music
815,Snatchers Montezuma,A Boring Epistle of a Sumo Wrestler And a Woman who must Escape a Man in The Canadian Rockies,2006,4,2.99,74,14.99,PG-13,English,Classics
891,Timberland Sky,A Boring Display of a Man And a Dog who must Redeem a Girl in A U-Boat,2006,3,0.99,69,13.99,G,English,Classics
467,Intrigue Worst,A Fanciful Character Study of a Explorer And a Mad Scientist who must Vanquish a Squirrel in A Jet Boat,2006,6,0.99,181,10.99,G,English,Foreign
961,Wash Heavenly,A Awe-Inspiring Reflection of a Cat And a Pioneer who must Escape a Hunter in Ancient China,2006,7,4.99,161,22.99,R,English,Foreign
922,Undefeated Dalmations,A Unbelieveable Display of a Crocodile And a Feminist who must Overcome a Moose in An Abandoned Amusement Park,2006,7,4.99,107,22.99,PG-13,English,Horror
92,Bowfinger Gables,A Fast-Paced Yarn of a Waitress And a Composer who must Outgun a Dentist in California,2006,7,4.99,72,19.99,NC-17,English,Horror
337,Frida Slipper,A Fateful Story of a Lumberjack And a Car who must Escape a Boat in An Abandoned Mine Shaft,2006,6,2.99,73,11.99,R,English,Foreign
341,Frost Head,A Amazing Reflection of a Lumberjack And a Cat who must Discover a Husband in A MySQL Convention,2006,5,0.99,82,13.99,PG,English,Classics
590,Money Harold,A Touching Tale of a Explorer And a Boat who must Defeat a Robot in Australia,2006,3,2.99,135,17.99,PG,English,New
779,Sense Greek,A Taut Saga of a Lumberjack And a Pastry Chef who must Escape a Sumo Wrestler in An Abandoned Fun House,2006,4,4.99,54,23.99,R,English,Sports
367,Goldmine Tycoon,A Brilliant Epistle of a Composer And a Frisbee who must Conquer a Husband in The Outback,2006,6,0.99,153,20.99,R,English,Sci-Fi
