film_id,title,description,release_year,rental_duration,rental_rate,length,replacement_cost,rating,language,category
869,Suspects Quills,A Emotional Epistle of a Pioneer And a Crocodile who must Battle a Man in A Manhattan Penthouse,2006,4,2.99,47,22.99,PG,English,Action
475,Japanese Run,A Awe-Inspiring Epistle of a Feminist And a Girl who must Sink a Girl in The Outback,2006,6,0.99,135,29.99,G,English,Horror
535,Love Suicides,A Brilliant Panorama of a Hunter And a Explorer who must Pursue a Dentist in An Abandoned Fun House,2006,6,0.99,181,21.99,R,English,Horror
298,Eyes Driving,A Thrilling Story of a Cat And a Waitress who must Fight a Explorer in The Outback,2006,4,2.99,172,13.99,PG-13,English,Sci-Fi
313,Fidelity Devil,A Awe-Inspiring Drama of a Technical Writer And a Composer who must Reach a Pastry Chef in A U-Boat,2006,5,4.99,118,11.99,G,English,Horror
468,Invasion Cyclone,A Lacklusture Character Study of a Mad Scientist And a Womanizer who must Outrace a Explorer in A Monastery,2006,5,2.99,97,12.99,PG,English,Children
236,Divine Resurrection,A Boring Character Study of a Man And a Womanizer who must Succumb a Teacher in An Abandoned Amusement Park,2006,4,2.99,100,19.99,R,English,Games
253,Drifter Commandments,A Epic Reflection of a Womanizer And a Squirrel who must Discover a Husband in A Jet Boat,2006,5,4.99,61,18.99,PG-13,English,Action
701,Psycho Shrunk,A Amazing Panorama of a Crocodile And a Explorer who must Fight a Husband in Nigeria,2006,5,2.99,155,11.99,PG-13,English,Games
583,Mission Zoolander,A Intrepid Story of a Sumo Wrestler And a Teacher who must Meet a A Shark in An Abandoned Fun House,2006,3,4.99,164,26.99,PG-13,English,Animation
629,Notorious Reunion,A Amazing Epistle of a Woman And a Squirrel who must Fight a Hunter in A Baloon,2006,7,0.99,128,9.99,NC-17,English,Documentary
462,Insider Arizona,A Astounding Saga of a Mad Scientist And a Hunter who must Pursue a Robot in A Baloon Factory,2006,5,2.99,78,17.99,NC-17,English,Music
838,Stagecoach Armageddon,A Touching Display of a Pioneer And a Butler who must Chase a Car in California,2006,5,4.99,112,25.99,R,English,Action
237,Divorce Shining,A Unbelieveable Saga of a Crocodile And a Student who must Discover a Cat in Ancient India,2006,3,2.99,47,21.99,G,English,Sports
28,Anthem Luke,A Touching Panorama of a Waitress And a Woman who must Outrace a Dog in An Abandoned Amusement Park,2006,5,4.99,91,16.99,PG-13,English,Comedy
975,Willow Tracy,A Brilliant Panorama of a Boat And a Astronaut who must Challenge a Teacher in A Manhattan Penthouse,2006,6,2.99,137,22.99,R,English,Family
371,Gosford Donnie,A Epic Panorama of a Mad Scientist And a Monkey who must Redeem a Secret Agent in Berlin,2006,5,4.99,129,17.99,G,English,Action
495,Kentuckian Giant,A Stunning Yarn of a Woman And a Frisbee who must Escape a Waitress in A U-Boat,2006,5,2.99,169,10.99,PG,English,Horror
388,Gunfight Moon,A Epic Reflection of a Pastry Chef And a Explorer who must Reach a Dentist in The Sahara Desert,2006,5,0.99,70,16.99,NC-17,English,Comedy
702,Pulp Beverly,A Unbelieveable Display of a Dog And a Crocodile who must Outrace a Man in Nigeria,2006,4,2.99,89,12.99,G,English,Horror
830,Spirit Flintstones,A Brilliant Yarn of a Cat And a Car who must Confront a Explorer in Ancient Japan,2006,7,0.99,149,23.99,R,English,Horror
810,Slums Duck,A Amazing Character Study of a Teacher And a Database Administrator who must Defeat a Waitress in A Jet Boat,2006,5,0.99,147,21.99,PG,English,Family
63,Bedazzled Married,A Astounding Character Study of a Madman And a Robot who must Meet a Mad Scientist in An Abandoned Fun House,2006,6,0.99,73,21.99,PG,English,Family
30,Anything Savannah,A Epic Story of a Pastry Chef And a Woman who must Chase a Feminist in An Abandoned Fun House,2006,4,2.99,82,27.99,R,English,Horror
617,Natural Stock,A Fast-Paced Story of a Sumo Wrestler And a Girl who must Defeat a Car in A Baloon Factory,2006,4,0.99,50,24.99,PG-13,English,Family
653,Panic Club,A Fanciful Display of a Teacher And a Crocodile who must Succumb a Girl in A Baloon,2006,3,4.99,102,15.99,G,English,Horror
141,Chicago North,A Fateful Yarn of a Mad Cow And a Waitress who must Battle a Student in California,2006,6,4.99,185,11.99,PG-13,English,Games
620,Nemo Campus,A Lacklusture Reflection of a Monkey And a Squirrel who must Outrace a Womanizer in A Manhattan Penthouse,2006,5,2.99,131,23.99,NC-17,English,Sci-Fi
814,Snatch Slipper,A Insightful Panorama of a Woman And a Feminist who must Defeat a Forensic Psychologist in Berlin,2006,6,4.99,110,15.99,PG,English,Comedy
950,Volume House,A Boring Tale of a Dog And a Woman who must Meet a Dentist in California,2006,7,4.99,132,12.99,PG,English,Classics
456,Inch Jet,A Fateful Saga of a Womanizer And a Student who must Defeat a Butler in A Monastery,2006,6,4.99,167,18.99,NC-17,English,Animation
597,Moonwalker Fool,A Epic Drama of a Feminist And a Pioneer who must Sink a Composer in New Orleans,2006,5,4.99,184,12.99,G,English,Games
794,Side Ark,A Stunning Panorama of a Crocodile And a Womanizer who must Meet a Feminist in The Canadian Rockies,2006,5,0.99,52,28.99,G,English,Action
970,Westward Seabiscuit,A Lacklusture Tale of a Butler And a Husband who must Face a Boy in Ancient China,2006,7,0.99,52,11.99,NC-17,English,Classics
736,Robbery Bright,A Taut Reflection of a Robot And a Squirrel who must Fight a Boat in Ancient Japan,2006,4,0.99,134,21.99,R,English,Family
671,Perdition Fargo,A Fast-Paced Story of a Car And a Cat who must Outgun a Hunter in Berlin,2006,7,4.99,99,27.99,NC-17,English,Sports
972,Whisperer Giant,A Intrepid Story of a Dentist And a Hunter who must Confront a Monkey in Ancient Japan,2006,4,4.99,59,24.99,PG-13,English,Sci-Fi
116,Candidate Perdition,A Brilliant Epistle of a Composer And a Database Administrator who must Vanquish a Mad Scientist in The First Manned Space Station,2006,4,2.99,70,10.99,R,English,Classics
537,Lover Truman,A Emotional Yarn of a Robot And a Boy who must Outgun a Technical Writer in A U-Boat,2006,3,2.99,75,29.99,G,English,Classics
887,Thief Pelican,A Touching Documentary of a Madman And a Mad Scientist who must Outrace a Feminist in An Abandoned Mine Shaft,2006,5,4.99,135,28.99,PG-13,English,Animation
210,Darko Dorado,A Stunning Reflection of a Frisbee And a Husband who must Redeem a Dog in New Orleans,2006,3,4.99,130,13.99,NC-17,English,Action
695,President Bang,A Fateful Panorama of a Technical Writer And a Moose who must Battle a Robot in Soviet Georgia,2006,6,4.99,144,12.99,PG,English,Family
845,Stepmom Dream,A Touching Epistle of a Crocodile And a Teacher who must Build a Forensic Psychologist in A MySQL Convention,2006,7,4.99,48,9.99,NC-17,English,Foreign
461,Insects Stone,A Epic Display of a Butler And a Dog who must Vanquish a Crocodile in A Manhattan Penthouse,2006,3,0.99,123,14.99,NC-17,English,Animation
481,Jekyll Frogmen,A Fanciful Epistle of a Student And a Astronaut who must Kill a Waitress in A Shark Tank,2006,4,2.99,58,22.99,PG,English,New
496,Kick Savannah,A Emotional Drama of a Monkey And a Robot who must Defeat a Monkey in New Orleans,2006,3,0.99,179,10.99,PG-13,English,Travel
633,October Submarine,A Taut Epistle of a Monkey And a Boy who must Confront a Husband in A Jet Boat,2006,6,4.99,54,10.99,PG-13,English,Classics
301,Family Sweet,A Epic Documentary of a Teacher And a Boy who must Escape a Woman in Berlin,2006,4,0.99,155,24.99,R,English,Horror
862,Summer Scarface,A Emotional Panorama of a Lumberjack And a Hunter who must Meet a Girl in A Shark Tank,2006,5,0.99,53,25.99,G,English,Classics
529,Lonely Elephant,A Intrepid Story of a Student And a Dog who must Challenge a Explorer in Soviet Georgia,2006,3,2.99,67,12.99,G,English,Comedy
137,Charade Duffel,A Action-Packed Display of a Man And a Waitress who must Build a Dog in A MySQL Convention,2006,3,2.99,66,21.99,PG,English,Sci-Fi
855,Streak Ridgemont,A Astounding Character Study of a Hunter And a Waitress who must Sink a Man in New Orleans,2006,7,0.99,132,28.99,PG-13,English,Documentary
150,Cider Desire,A Stunning Character Study of a Composer And a Mad Cow who must Succumb a Cat in Soviet Georgia,2006,7,2.99,101,9.99,PG,English,Documentary
766,Savannah Town,A Awe-Inspiring Tale of a Astronaut And a Database Administrator who must Chase a Secret Agent in The Gulf of Mexico,2006,5,0.99,84,25.99,PG-13,English,Drama
649,Oz Liaisons,A Epic Yarn of a Mad Scientist And a Cat who must Confront a Womanizer in A Baloon Factory,2006,4,2.99,85,14.99,R,English,Animation
683,Pity Bound,A Boring Panorama of a Feminist And a Moose who must Defeat a Database Administrator in Nigeria,2006,5,4.99,60,19.99,NC-17,English,Drama
395,Handicap Boondock,A Beautiful Display of a Pioneer And a Squirrel who must Vanquish a Sumo Wrestler in Soviet Georgia,2006,4,0.99,108,28.99,R,English,Action
361,Gleaming Jawbreaker,A Amazing Display of a Composer And a Forensic Psychologist who must Discover a Car in The Canadian Rockies,2006,5,2.99,89,25.99,NC-17,English,Sports
311,Fiction Christmas,A Emotional Yarn of a A Shark And a Student who must Battle a Robot in An Abandoned Mine Shaft,2006,4,0.99,72,14.99,PG,English,Foreign
75,Bird Independence,A Thrilling Documentary of a Car And a Student who must Sink a Hunter in The Canadian Rockies,2006,6,4.99,163,14.99,G,English,Travel
386,Gump Date,A Intrepid Yarn of a Explorer And a Student who must Kill a Husband in An Abandoned Mine Shaft,2006,3,4.99,53,12.99,NC-17,English,Travel
288,Escape Metropolis,A Taut Yarn of a Astronaut And a Technical Writer who must Outgun a Boat in New Orleans,2006,7,2.99,167,20.99,R,English,Travel
332,Frankenstein Stranger,A Insightful Character Study of a Feminist And a Pioneer who must Pursue a Pastry Chef in Nigeria,2006,7,0.99,159,16.99,NC-17,English,Comedy
917,Tuxedo Mile,A Boring Drama of a Man And a Forensic Psychologist who must Face a Frisbee in Ancient India,2006,3,2.99,152,24.99,R,English,Sports
66,Beneath Rush,A Astounding Panorama of a Man And a Monkey who must Discover a Man in The First Manned Space Station,2006,6,0.99,53,27.99,NC-17,English,Children
721,Reds Pocus,A Lacklusture Yarn of a Sumo Wrestler And a Squirrel who must Redeem a Monkey in Soviet Georgia,2006,7,4.99,182,23.99,PG-13,English,Music
455,Impossible Prejudice,A Awe-Inspiring Yarn of a Monkey And a Hunter who must Chase a Teacher in Ancient China,2006,7,4.99,103,11.99,NC-17,English,Foreign
110,Cabin Flash,A Stunning Epistle of a Boat And a Man who must Challenge a A Shark in A Baloon Factory,2006,4,0.99,53,25.99,NC-17,English,Children
149,Christmas Moonshine,A Action-Packed Epistle of a Feminist And a Astronaut who must Conquer a Boat in A Manhattan Penthouse,2006,7,0.99,150,21.99,NC-17,English,Children
403,Harry Idaho,A Taut Yarn of a Technical Writer And a Feminist who must Outrace a Dog in California,2006,5,4.99,121,18.99,PG-13,English,Drama
823,South Wait,A Amazing Documentary of a Car And a Robot who must Escape a Lumberjack in An Abandoned Amusement Park,2006,4,2.99,143,21.99,R,English,Action
580,Mine Titans,A Amazing Yarn of a Robot And a Womanizer who must Discover a Forensic Psychologist in Berlin,2006,3,4.99,166,12.99,PG-13,English,New
26,Annie Identity,A Amazing Panorama of a Pastry Chef And a Boat who must Escape a Woman in An Abandoned Amusement Park,2006,3,0.99,86,15.99,G,English,Sci-Fi
714,Random Go,A Fateful Drama of a Frisbee And a Student who must Confront a Cat in A Shark Tank,2006,6,2.99,73,29.99,NC-17,English,Sci-Fi
820,Sons Interview,A Taut Character Study of a Explorer And a Mad Cow who must Battle a Hunter in Ancient China,2006,3,2.99,184,11.99,NC-17,English,Animation
690,Pond Seattle,A Stunning Drama of a Teacher And a Boat who must Battle a Feminist in Ancient China,2006,7,2.99,185,25.99,PG-13,English,Animation
157,Clockwork Paradise,A Insightful Documentary of a Technical Writer And a Feminist who must Challenge a Cat in A Baloon,2006,7,0.99,143,29.99,PG-13,English,Children
445,Hyde Doctor,A Fanciful Documentary of a Boy And a Woman who must Redeem a Womanizer in A Jet Boat,2006,5,2.99,100,11.99,G,English,Classics
754,Rushmore Mermaid,A Boring Story of a Woman And a Moose who must Reach a Husband in A Shark Tank,2006,6,2.99,150,17.99,PG-13,English,Comedy
900,Town Ark,A Awe-Inspiring Documentary of a Moose And a Madman who must Meet a Dog in An Abandoned Mine Shaft,2006,6,2.99,136,17.99,R,English,Foreign
130,Celebrity Horn,A Amazing Documentary of a Secret Agent And a Astronaut who must Vanquish a Hunter in A Shark Tank,2006,7,0.99,110,24.99,PG-13,English,Action
523,Lights Deer,A Unbelieveable Epistle of a Dog And a Woman who must Confront a Moose in The Gulf of Mexico,2006,7,0.99,174,21.99,R,English,Classics
113,California Birds,A Thrilling Yarn of a Database Administrator And a Robot who must Battle a Database Administrator in Ancient India,2006,4,4.99,75,19.99,NC-17,English,Sports
136,Chaplin License,A Boring Drama of a Dog And a Forensic Psychologist who must Outrace a Explorer in Ancient India,2006,7,2.99,146,26.99,NC-17,English,New
192,Crossing Divorce,A Beautiful Documentary of a Dog And a Robot who must Redeem a Womanizer in Berlin,2006,4,4.99,50,19.99,R,English,Foreign
789,Shock Cabin,A Fateful Tale of a Mad Cow And a Crocodile who must Meet a Husband in New Orleans,2006,7,2.99,79,15.99,PG-13,English,Foreign
