payment_id,customer_id,film_id,store_id,payment_date,sale_amount,rental_date,return_date
31308,211,35,1,2007-04-30T07:34:10.996+08:00,3.99,2005-07-30T09:05:44.000+08:00,2005-08-04T14:27:44.000+08:00
24742,221,618,1,2007-03-17T10:01:17.996+08:00,2.99,2005-08-17T11:32:51.000+08:00,2005-08-22T10:56:51.000+08:00
28355,552,672,1,2007-04-28T16:41:41.996+08:00,2.99,2005-07-28T18:13:15.000+08:00,2005-08-04T13:45:15.000+08:00
20375,360,959,1,2007-03-18T22:00:45.996+08:00,5.99,2005-08-18T23:32:19.000+08:00,2005-08-27T04:40:19.000+08:00
27335,459,183,1,2007-04-30T07:44:04.996+08:00,4.99,2005-07-31T09:15:38.000+08:00,2005-08-03T10:31:38.000+08:00
30336,119,338,1,2007-04-28T20:49:33.996+08:00,5.99,2005-07-28T22:21:07.000+08:00,2005-08-04T19:20:07.000+08:00
30904,168,479,2,2007-04-11T23:04:28.996+08:00,0.99,2005-07-12T00:36:02.000+08:00,2005-07-18T05:53:02.000+08:00
20360,358,926,1,2007-03-18T09:43:01.996+08:00,6.99,2005-08-18T11:14:35.000+08:00,2005-08-27T09:09:35.000+08:00
22295,562,460,1,2007-03-18T02:21:44.996+08:00,5.99,2005-08-18T03:53:18.000+08:00,2005-08-22T04:53:18.000+08:00
20736,396,127,2,2007-03-19T19:27:45.996+08:00,4.99,2005-08-19T20:59:19.000+08:00,2005-08-23T21:44:19.000+08:00
27705,492,367,2,2007-04-27T07:29:49.996+08:00,2.99,2005-07-27T09:01:23.000+08:00,2005-08-04T14:14:23.000+08:00
25761,319,831,2,2007-04-30T05:03:47.996+08:00,0.99,2005-07-30T06:35:21.000+08:00,2005-07-31T10:27:21.000+08:00
23325,67,271,1,2007-03-17T13:43:27.996+08:00,8.99,2005-08-17T15:15:01.000+08:00,2005-08-26T13:49:01.000+08:00
25705,314,67,2,2007-04-28T14:17:22.996+08:00,6.99,2005-07-28T15:48:56.000+08:00,2005-08-06T13:40:56.000+08:00
18050,480,118,1,2007-02-16T14:05:33.996+08:00,0.99,2005-06-16T15:37:07.000+08:00,2005-06-23T15:53:07.000+08:00
24910,241,812,1,2007-03-22T04:19:52.996+08:00,0.99,2005-08-22T05:51:26.000+08:00,2005-08-29T10:21:26.000+08:00
31570,236,744,1,2007-04-06T05:50:35.996+08:00,0.99,2005-07-06T07:22:09.000+08:00,2005-07-10T11:45:09.000+08:00
24116,149,921,2,2007-03-23T03:32:59.996+08:00,2.99,2005-08-23T05:04:33.000+08:00,2005-08-27T09:58:33.000+08:00
20705,392,114,1,2007-03-21T03:20:17.996+08:00,5.99,2005-08-21T04:51:51.000+08:00,2005-08-29T00:37:51.000+08:00
25904,332,915,2,2007-04-27T21:26:43.996+08:00,4.99,2005-07-27T22:58:17.000+08:00,2005-07-29T23:14:17.000+08:00
19311,214,491,2,2007-02-17T15:59:22.996+08:00,2.99,2005-06-17T17:30:56.000+08:00,2005-06-23T12:13:56.000+08:00
18846,88,918,1,2007-02-18T19:50:49.996+08:00,7.99,2005-06-18T21:22:23.000+08:00,2005-06-25T01:14:23.000+08:00
18826,84,142,2,2007-02-18T15:21:59.996+08:00,0.99,2005-06-18T16:53:33.000+08:00,2005-06-20T18:23:33.000+08:00
18030,476,273,1,2007-02-17T15:28:06.996+08:00,0.99,2005-06-17T16:59:40.000+08:00,2005-06-21T11:28:40.000+08:00
21400,464,4,2,2007-03-20T15:59:44.996+08:00,2.99,2005-08-20T17:31:18.000+08:00,2005-08-24T11:33:18.000+08:00
31185,195,417,1,2007-04-10T00:58:08.996+08:00,0.99,2005-07-10T02:29:42.000+08:00,2005-07-13T04:06:42.000+08:00
23513,86,818,2,2007-03-19T18:38:25.996+08:00,4.99,2005-08-19T20:09:59.000+08:00,2005-08-23T22:59:59.000+08:00
26405,374,83,2,2007-04-10T02:53:29.996+08:00,3.99,2005-07-10T04:25:03.000+08:00,2005-07-16T04:21:03.000+08:00
31603,237,63,2,2007-04-30T17:47:39.996+08:00,0.99,2005-07-31T19:19:13.000+08:00,2005-08-01T16:09:13.000+08:00
22578,594,745,1,2007-03-22T06:23:13.996+08:00,4.99,2005-08-22T07:54:47.000+08:00,2005-08-23T08:39:47.000+08:00
20095,330,199,2,2007-03-02T12:14:56.996+08:00,3.99,2005-08-02T13:46:30.000+08:00,2005-08-07T14:03:30.000+08:00
20961,418,867,1,2007-03-17T03:28:29.996+08:00,4.99,2005-08-17T05:00:03.000+08:00,2005-08-22T01:45:03.000+08:00
19820,297,927,2,2007-03-23T04:14:10.996+08:00,2.99,2005-08-23T05:45:44.000+08:00,2005-08-25T07:54:44.000+08:00
22203,551,746,1,2007-03-22T20:50:59.996+08:00,4.99,2005-08-22T22:22:33.000+08:00,2005-08-29T18:41:33.000+08:00
30122,101,902,1,2007-04-09T06:08:58.996+08:00,5.99,2005-07-09T07:40:32.000+08:00,2005-07-16T02:16:32.000+08:00
18890,99,703,1,2007-02-16T23:41:37.996+08:00,4.99,2005-06-17T01:13:11.000+08:00,2005-06-18T21:33:11.000+08:00
29041,5,91,2,2007-04-09T07:20:08.996+08:00,1.99,2005-07-09T08:51:42.000+08:00,2005-07-15T03:59:42.000+08:00
27661,488,544,2,2007-04-12T03:29:12.996+08:00,5.99,2005-07-12T05:00:46.000+08:00,2005-07-19T04:40:46.000+08:00
29630,57,733,2,2007-04-28T23:17:10.996+08:00,5.99,2005-07-29T00:48:44.000+08:00,2005-08-07T04:25:44.000+08:00
29896,81,832,1,2007-04-28T02:50:40.996+08:00,0.99,2005-07-28T04:22:14.000+08:00,2005-07-31T09:18:14.000+08:00
19809,297,302,2,2007-03-01T01:31:38.996+08:00,4.99,2005-08-01T03:03:12.000+08:00,2005-08-08T00:34:12.000+08:00
22485,582,625,1,2007-03-23T02:37:29.996+08:00,0.99,2005-08-23T04:09:03.000+08:00,2005-08-26T04:01:03.000+08:00
28118,529,863,2,2007-04-07T12:42:18.996+08:00,0.99,2005-07-07T14:13:52.000+08:00,2005-07-12T10:39:52.000+08:00
28474,563,363,2,2007-04-29T12:39:51.996+08:00,6.99,2005-07-29T14:11:25.000+08:00,2005-08-07T15:32:25.000+08:00
17757,405,629,1,2007-02-17T02:27:02.996+08:00,0.99,2005-06-17T03:58:36.000+08:00,2005-06-22T09:28:36.000+08:00
23111,45,44,1,2007-03-02T03:32:44.996+08:00,8.99,2005-08-02T05:04:18.000+08:00,2005-08-11T00:03:18.000+08:00
25290,280,152,2,2007-04-29T15:13:21.996+08:00,6.99,2005-07-29T16:44:55.000+08:00,2005-08-07T12:47:55.000+08:00
28793,590,319,2,2007-04-28T00:56:56.996+08:00,2.99,2005-07-28T02:28:30.000+08:00,2005-07-31T20:42:30.000+08:00
19790,294,814,1,2007-03-23T14:03:12.996+08:00,5.99,2005-08-23T15:34:46.000+08:00,2005-08-30T21:00:46.000+08:00
18044,479,735,2,2007-02-17T06:30:46.996+08:00,3.99,2005-06-17T08:02:20.000+08:00,2005-06-25T10:25:20.000+08:00
28231,538,635,1,2007-04-28T02:07:51.996+08:00,0.99,2005-07-28T03:39:25.000+08:00,2005-07-31T05:47:25.000+08:00
27039,433,66,2,2007-04-07T07:34:08.996+08:00,0.99,2005-07-07T09:05:42.000+08:00,2005-07-09T04:28:42.000+08:00
17688,386,132,1,2007-02-19T13:48:05.996+08:00,0.99,2005-06-19T15:19:39.000+08:00,2005-06-25T19:39:39.000+08:00
21015,423,795,1,2007-03-22T20:56:41.996+08:00,0.99,2005-08-22T22:28:15.000+08:00,2005-08-28T23:21:15.000+08:00
24452,184,917,2,2007-03-18T09:47:28.996+08:00,2.99,2005-08-18T11:19:02.000+08:00,2005-08-19T12:00:02.000+08:00
27445,470,631,1,2007-04-06T19:00:53.996+08:00,4.99,2005-07-06T20:32:27.000+08:00,2005-07-14T19:00:27.000+08:00
21614,486,138,2,2007-03-21T05:13:03.996+08:00,4.99,2005-08-21T06:44:37.000+08:00,2005-08-28T05:03:37.000+08:00
24907,241,96,2,2007-03-19T08:43:45.996+08:00,2.99,2005-08-19T10:15:19.000+08:00,2005-08-21T06:51:19.000+08:00
26114,350,819,1,2007-04-08T13:47:19.996+08:00,2.99,2005-07-08T15:18:53.000+08:00,2005-07-13T15:48:53.000+08:00
23206,54,139,1,2007-03-18T23:19:54.996+08:00,4.99,2005-08-19T00:51:28.000+08:00,2005-08-24T01:57:28.000+08:00
26251,362,75,2,2007-04-12T04:42:07.996+08:00,4.99,2005-07-12T06:13:41.000+08:00,2005-07-16T03:22:41.000+08:00
19038,139,12,1,2007-02-19T09:16:08.996+08:00,0.99,2005-06-19T10:47:42.000+08:00,2005-06-23T14:03:42.000+08:00
24408,179,824,2,2007-03-20T22:10:26.996+08:00,7.99,2005-08-20T23:42:00.000+08:00,2005-08-27T00:59:00.000+08:00
27941,513,284,2,2007-04-29T02:18:24.996+08:00,4.99,2005-07-29T03:49:58.000+08:00,2005-08-03T01:00:58.000+08:00
18657,38,509,2,2007-02-19T05:16:27.996+08:00,1.99,2005-06-19T06:48:01.000+08:00,2005-06-25T07:00:01.000+08:00
