film_id,title,description,release_year,rental_duration,rental_rate,length,replacement_cost,rating,language,category
842,State Wasteland,A Beautiful Display of a Cat And a Pastry Chef who must Outrace a Mad Cow in A Jet Boat,2006,4,2.99,113,13.99,NC-17,English,Games
942,Vietnam Smoochy,A Lacklusture Display of a Butler And a Man who must Sink a Explorer in Soviet Georgia,2006,7,0.99,174,27.99,PG-13,English,Drama
691,Poseidon Forever,A Thoughtful Epistle of a Womanizer And a Monkey who must Vanquish a Dentist in A Monastery,2006,6,4.99,159,29.99,PG-13,English,Sports
848,Stone Fire,A Intrepid Drama of a Astronaut And a Crocodile who must Find a Boat in Soviet Georgia,2006,3,0.99,94,19.99,G,English,Travel
894,Tomatoes Hellfighters,A Thoughtful Epistle of a Madman And a Astronaut who must Overcome a Monkey in A Shark Tank,2006,6,0.99,68,23.99,PG,English,Travel
681,Pirates Roxanne,A Stunning Drama of a Woman And a Lumberjack who must Overcome a A Shark in The Canadian Rockies,2006,4,0.99,100,20.99,PG,English,Sports
889,Ties Hunger,A Insightful Saga of a Astronaut And a Explorer who must Pursue a Mad Scientist in A U-Boat,2006,3,4.99,111,28.99,R,English,Children
639,Opposite Necklace,A Fateful Epistle of a Crocodile And a Moose who must Kill a Explorer in Nigeria,2006,7,4.99,92,9.99,PG,English,Family
163,Clyde Theory,A Beautiful Yarn of a Astronaut And a Frisbee who must Overcome a Explorer in A Jet Boat,2006,4,0.99,139,29.99,PG-13,English,New
976,Wind Phantom,A Touching Saga of a Madman And a Forensic Psychologist who must Build a Sumo Wrestler in An Abandoned Mine Shaft,2006,6,0.99,111,12.99,R,English,Games
167,Coma Head,A Awe-Inspiring Drama of a Boy And a Frisbee who must Escape a Pastry Chef in California,2006,6,4.99,109,10.99,NC-17,English,Travel
239,Dogma Family,A Brilliant Character Study of a Database Administrator And a Monkey who must Succumb a Astronaut in New Orleans,2006,5,4.99,122,16.99,G,English,Animation
114,Camelot Vacation,A Touching Character Study of a Woman And a Waitress who must Battle a Pastry Chef in A MySQL Convention,2006,3,0.99,61,26.99,NC-17,English,Sci-Fi
800,Sinners Atlantis,A Epic Display of a Dog And a Boat who must Succumb a Mad Scientist in An Abandoned Mine Shaft,2006,7,2.99,126,19.99,PG-13,English,Horror
591,Monsoon Cause,A Astounding Tale of a Crocodile And a Car who must Outrace a Squirrel in A U-Boat,2006,6,4.99,182,20.99,PG,English,Games
85,Bonnie Holocaust,A Fast-Paced Story of a Crocodile And a Robot who must Find a Moose in Ancient Japan,2006,4,0.99,63,29.99,G,English,Documentary
745,Roses Treasure,A Astounding Panorama of a Monkey And a Secret Agent who must Defeat a Woman in The First Manned Space Station,2006,5,4.99,162,23.99,PG-13,English,Sports
556,Maltese Hope,A Fast-Paced Documentary of a Crocodile And a Sumo Wrestler who must Conquer a Explorer in California,2006,6,4.99,127,26.99,PG-13,English,Games
484,Jerk Paycheck,A Touching Character Study of a Pastry Chef And a Database Administrator who must Reach a A Shark in Ancient Japan,2006,3,2.99,172,13.99,NC-17,English,Classics
387,Gun Bonnie,A Boring Display of a Sumo Wrestler And a Husband who must Build a Waitress in The Gulf of Mexico,2006,7,0.99,100,27.99,G,English,Games
686,Pluto Oleander,A Action-Packed Reflection of a Car And a Moose who must Outgun a Car in A Shark Tank,2006,5,4.99,84,9.99,R,English,New
27,Anonymous Human,A Amazing Reflection of a Database Administrator And a Astronaut who must Outrace a Database Administrator in A Shark Tank,2006,7,0.99,179,12.99,NC-17,English,Sports
573,Microcosmos Paradise,A Touching Character Study of a Boat And a Student who must Sink a A Shark in Nigeria,2006,6,2.99,105,22.99,PG-13,English,Children
261,Duffel Apocalypse,A Emotional Display of a Boat And a Explorer who must Challenge a Madman in A MySQL Convention,2006,5,0.99,171,13.99,G,English,Documentary
94,Braveheart Human,A Insightful Story of a Dog And a Pastry Chef who must Battle a Girl in Berlin,2006,7,2.99,176,14.99,PG-13,English,Family
400,Hardly Robbers,A Emotional Character Study of a Hunter And a Car who must Kill a Woman in Berlin,2006,7,2.99,72,15.99,R,English,Documentary
391,Half Outfield,A Epic Epistle of a Database Administrator And a Crocodile who must Face a Madman in A Jet Boat,2006,6,2.99,146,25.99,PG-13,English,Family
595,Moon Bunch,A Beautiful Tale of a Astronaut And a Mad Cow who must Challenge a Cat in A Baloon Factory,2006,7,0.99,83,20.99,PG,English,Foreign
406,Haunting Pianist,A Fast-Paced Story of a Database Administrator And a Composer who must Defeat a Squirrel in An Abandoned Amusement Park,2006,5,0.99,181,22.99,R,English,Games
718,Rebel Airport,A Intrepid Yarn of a Database Administrator And a Boat who must Outrace a Husband in Ancient India,2006,7,0.99,73,24.99,G,English,Music
528,Lolita World,A Thrilling Drama of a Girl And a Robot who must Redeem a Waitress in An Abandoned Mine Shaft,2006,4,2.99,155,25.99,NC-17,English,Family
369,Goodfellas Salute,A Unbelieveable Tale of a Dog And a Explorer who must Sink a Mad Cow in A Baloon Factory,2006,4,4.99,56,22.99,PG,English,Sci-Fi
520,License Weekend,A Insightful Story of a Man And a Husband who must Overcome a Madman in A Monastery,2006,7,2.99,91,28.99,NC-17,English,Sci-Fi
817,Soldiers Evolution,A Lacklusture Panorama of a A Shark And a Pioneer who must Confront a Student in The First Manned Space Station,2006,7,4.99,185,27.99,R,English,Sci-Fi
480,Jeepers Wedding,A Astounding Display of a Composer And a Dog who must Kill a Pastry Chef in Soviet Georgia,2006,3,2.99,84,29.99,R,English,Classics
385,Groundhog Uncut,A Brilliant Panorama of a Astronaut And a Technical Writer who must Discover a Butler in A Manhattan Penthouse,2006,6,4.99,139,26.99,PG-13,English,Comedy
193,Crossroads Casualties,A Intrepid Documentary of a Sumo Wrestler And a Astronaut who must Battle a Composer in The Outback,2006,5,2.99,153,20.99,G,English,Animation
65,Behavior Runaway,A Unbelieveable Drama of a Student And a Husband who must Outrace a Sumo Wrestler in Berlin,2006,3,4.99,100,20.99,PG,English,Horror
247,Downhill Enough,A Emotional Tale of a Pastry Chef And a Forensic Psychologist who must Succumb a Monkey in The Sahara Desert,2006,3,0.99,47,19.99,G,English,Comedy
12,Alaska Phantom,A Fanciful Saga of a Hunter And a Pastry Chef who must Vanquish a Boy in Australia,2006,6,0.99,136,22.99,PG,English,Music
181,Contact Anonymous,A Insightful Display of a A Shark And a Monkey who must Face a Database Administrator in Ancient India,2006,7,2.99,166,10.99,PG-13,English,Travel
71,Bilko Anonymous,A Emotional Reflection of a Teacher And a Man who must Meet a Cat in The First Manned Space Station,2006,3,4.99,100,25.99,PG-13,English,Family
965,Watership Frontier,A Emotional Yarn of a Boat And a Crocodile who must Meet a Moose in Soviet Georgia,2006,6,0.99,112,28.99,G,English,Horror
582,Miracle Virtual,A Touching Epistle of a Butler And a Boy who must Find a Mad Scientist in The Sahara Desert,2006,3,2.99,162,19.99,PG-13,English,Animation
401,Harold French,A Stunning Saga of a Sumo Wrestler And a Student who must Outrace a Moose in The Sahara Desert,2006,6,0.99,168,10.99,NC-17,English,Drama
165,Coldblooded Darling,A Brilliant Panorama of a Dentist And a Moose who must Find a Student in The Gulf of Mexico,2006,7,4.99,70,27.99,G,English,Sci-Fi
642,Order Betrayed,A Amazing Saga of a Dog And a A Shark who must Challenge a Cat in The Sahara Desert,2006,7,2.99,120,13.99,PG-13,English,Travel
74,Birch Antitrust,A Fanciful Panorama of a Husband And a Pioneer who must Outgun a Dog in A Baloon,2006,4,4.99,162,18.99,PG,English,Music
586,Mockingbird Hollywood,A Thoughtful Panorama of a Man And a Car who must Sink a Composer in Berlin,2006,4,0.99,60,27.99,PG,English,Action
4,Affair Prejudice,A Fanciful Documentary of a Frisbee And a Lumberjack who must Chase a Monkey in A Shark Tank,2006,5,2.99,117,26.99,G,English,Horror
380,Greek Everyone,A Stunning Display of a Butler And a Teacher who must Confront a A Shark in The First Manned Space Station,2006,7,2.99,176,11.99,PG,English,Foreign
222,Desert Poseidon,A Brilliant Documentary of a Butler And a Frisbee who must Build a Astronaut in New Orleans,2006,4,4.99,64,27.99,R,English,Horror
383,Groove Fiction,A Unbelieveable Reflection of a Moose And a A Shark who must Defeat a Lumberjack in An Abandoned Mine Shaft,2006,6,0.99,111,13.99,NC-17,English,Sports
268,Early Home,A Amazing Panorama of a Mad Scientist And a Husband who must Meet a Woman in The Outback,2006,6,4.99,96,27.99,NC-17,English,Animation
206,Dancing Fever,A Stunning Story of a Explorer And a Forensic Psychologist who must Face a Crocodile in A Shark Tank,2006,6,0.99,144,25.99,G,English,Documentary
592,Monster Spartacus,A Fast-Paced Story of a Waitress And a Cat who must Fight a Girl in Australia,2006,6,2.99,107,28.99,PG,English,Music
244,Dorado Notting,A Action-Packed Tale of a Sumo Wrestler And a A Shark who must Meet a Frisbee in California,2006,5,4.99,139,26.99,NC-17,English,Music
15,Alien Center,A Brilliant Drama of a Cat And a Mad Scientist who must Battle a Feminist in A MySQL Convention,2006,5,2.99,46,10.99,NC-17,English,Foreign
161,Clue Grail,A Taut Tale of a Butler And a Mad Scientist who must Build a Crocodile in Ancient China,2006,6,4.99,70,27.99,NC-17,English,Music
607,Muppet Mile,A Lacklusture Story of a Madman And a Teacher who must Kill a Frisbee in The Gulf of Mexico,2006,5,4.99,50,18.99,PG,English,Foreign
344,Fury Murder,A Lacklusture Reflection of a Boat And a Forensic Psychologist who must Fight a Waitress in A Monastery,2006,3,0.99,178,28.99,PG-13,English,Children
7,Airplane Sierra,A Touching Saga of a Hunter And a Butler who must Discover a Butler in A Jet Boat,2006,6,4.99,62,28.99,PG-13,English,Comedy
172,Coneheads Smoochy,A Touching Story of a Womanizer And a Composer who must Pursue a Husband in Nigeria,2006,7,4.99,112,12.99,NC-17,English,Drama
654,Panky Submarine,A Touching Documentary of a Dentist And a Sumo Wrestler who must Overcome a Boy in The Gulf of Mexico,2006,4,4.99,93,19.99,G,English,Games
797,Silence Kane,A Emotional Drama of a Sumo Wrestler And a Dentist who must Confront a Sumo Wrestler in A Baloon,2006,7,0.99,67,23.99,R,English,Music
229,Devil Desire,A Beautiful Reflection of a Monkey And a Dentist who must Face a Database Administrator in Ancient Japan,2006,6,4.99,87,12.99,R,English,Action
404,Hate Handicap,A Intrepid Reflection of a Mad Scientist And a Pioneer who must Overcome a Hunter in The First Manned Space Station,2006,4,0.99,107,26.99,PG,English,Comedy
454,Impact Aladdin,A Epic Character Study of a Frisbee And a Moose who must Outgun a Technical Writer in A Shark Tank,2006,6,0.99,180,20.99,PG-13,English,Music
767,Scalawag Duck,A Fateful Reflection of a Car And a Teacher who must Confront a Waitress in A Monastery,2006,6,4.99,183,13.99,NC-17,English,Music
627,North Tequila,A Beautiful Character Study of a Mad Cow And a Robot who must Reach a Womanizer in New Orleans,2006,4,4.99,67,9.99,NC-17,English,Documentary
275,Egypt Tenenbaums,A Intrepid Story of a Madman And a Secret Agent who must Outrace a Astronaut in An Abandoned Amusement Park,2006,3,0.99,85,11.99,PG,English,Horror
159,Closer Bang,A Unbelieveable Panorama of a Frisbee And a Hunter who must Vanquish a Monkey in Ancient India,2006,5,4.99,58,12.99,R,English,Comedy
770,Scissorhands Slums,A Awe-Inspiring Drama of a Girl And a Technical Writer who must Meet a Feminist in The Canadian Rockies,2006,5,2.99,147,13.99,G,English,Foreign
954,Wake Jaws,A Beautiful Saga of a Feminist And a Composer who must Challenge a Moose in Berlin,2006,7,4.99,73,18.99,G,English,New
