film_id,title,description,release_year,rental_duration,rental_rate,length,replacement_cost,rating,language,category
355,Ghostbusters Elf,A Thoughtful Epistle of a Dog And a Feminist who must Chase a Composer in Berlin,2006,7,0.99,101,18.99,R,English,Animation
744,Roots Remember,A Brilliant Drama of a Mad Cow And a Hunter who must Escape a Hunter in Berlin,2006,4,0.99,89,23.99,PG-13,English,Classics
634,Odds Boogie,A Thrilling Yarn of a Feminist And a Madman who must Battle a Hunter in Berlin,2006,6,0.99,48,14.99,NC-17,English,Family
645,Others Soup,A Lacklusture Documentary of a Mad Cow And a Madman who must Sink a Moose in The Gulf of Mexico,2006,7,2.99,118,18.99,PG,English,Travel
286,Enough Raging,A Astounding Character Study of a Boat And a Secret Agent who must Find a Mad Cow in The Sahara Desert,2006,7,2.99,158,16.99,NC-17,English,Travel
55,Barbarella Streetcar,A Awe-Inspiring Story of a Feminist And a Cat who must Conquer a Dog in A Monastery,2006,6,2.99,65,27.99,G,English,Sci-Fi
25,Angels Life,A Thoughtful Display of a Woman And a Astronaut who must Battle a Robot in Berlin,2006,3,2.99,74,15.99,G,English,New
581,Minority Kiss,A Insightful Display of a Lumberjack And a Sumo Wrestler who must Meet a Man in The Outback,2006,4,0.99,59,16.99,G,English,Music
503,Kramer Chocolate,A Amazing Yarn of a Robot And a Pastry Chef who must Redeem a Mad Scientist in The Outback,2006,3,2.99,171,24.99,R,English,Sports
36,Argonauts Town,A Emotional Epistle of a Forensic Psychologist And a Butler who must Challenge a Waitress in An Abandoned Mine Shaft,2006,7,0.99,127,12.99,PG-13,English,Animation
530,Lord Arizona,A Action-Packed Display of a Frisbee And a Pastry Chef who must Pursue a Crocodile in A Jet Boat,2006,5,2.99,108,27.99,PG-13,English,Action
533,Lost Bird,A Emotional Character Study of a Robot And a A Shark who must Defeat a Technical Writer in A Manhattan Penthouse,2006,4,2.99,98,21.99,PG-13,English,Foreign
151,Cincinatti Whisperer,A Brilliant Saga of a Pastry Chef And a Hunter who must Confront a Butler in Berlin,2006,5,4.99,143,26.99,NC-17,English,Sci-Fi
598,Mosquito Armageddon,A Thoughtful Character Study of a Waitress And a Feminist who must Build a Teacher in Ancient Japan,2006,6,0.99,57,22.99,G,English,Sports
278,Elf Murder,A Action-Packed Story of a Frisbee And a Woman who must Reach a Girl in An Abandoned Mine Shaft,2006,4,4.99,155,19.99,NC-17,English,Music
934,Vanilla Day,A Fast-Paced Saga of a Girl And a Forensic Psychologist who must Redeem a Girl in Nigeria,2006,7,4.99,122,20.99,NC-17,English,Games
518,Liaisons Sweet,A Boring Drama of a A Shark And a Explorer who must Redeem a Waitress in The Canadian Rockies,2006,5,4.99,140,15.99,PG,English,Travel
307,Fellowship Autumn,A Lacklusture Reflection of a Dentist And a Hunter who must Meet a Teacher in A Baloon,2006,6,4.99,77,9.99,NC-17,English,Travel
705,Purple Movie,A Boring Display of a Pastry Chef And a Sumo Wrestler who must Discover a Frisbee in An Abandoned Amusement Park,2006,4,2.99,88,9.99,R,English,Foreign
699,Private Drop,A Stunning Story of a Technical Writer And a Hunter who must Succumb a Secret Agent in A Baloon,2006,7,4.99,106,26.99,PG,English,Games
251,Dragonfly Strangers,A Boring Documentary of a Pioneer And a Man who must Vanquish a Man in Nigeria,2006,6,4.99,133,19.99,NC-17,English,New
434,Horror Reign,A Touching Documentary of a A Shark And a Car who must Build a Husband in Nigeria,2006,3,0.99,139,25.99,R,English,Travel
186,Craft Outfield,A Lacklusture Display of a Explorer And a Hunter who must Succumb a Database Administrator in A Baloon Factory,2006,6,0.99,64,17.99,NC-17,English,Drama
334,Freddy Storm,A Intrepid Saga of a Man And a Lumberjack who must Vanquish a Husband in The Outback,2006,6,4.99,65,21.99,NC-17,English,Horror
123,Casablanca Super,A Amazing Panorama of a Crocodile And a Forensic Psychologist who must Pursue a Secret Agent in The First Manned Space Station,2006,6,4.99,85,22.99,G,English,Travel
218,Deceiver Betrayed,A Taut Story of a Moose And a Squirrel who must Build a Husband in Ancient India,2006,7,0.99,122,22.99,NC-17,English,Drama
795,Siege Madre,A Boring Tale of a Frisbee And a Crocodile who must Vanquish a Moose in An Abandoned Mine Shaft,2006,7,0.99,111,23.99,R,English,Family
18,Alter Victory,A Thoughtful Drama of a Composer And a Feminist who must Meet a Secret Agent in The Canadian Rockies,2006,6,0.99,57,27.99,PG-13,English,Animation
2,Ace Goldfinger,A Astounding Epistle of a Database Administrator And a Explorer who must Find a Car in Ancient China,2006,3,4.99,48,12.99,G,English,Horror
250,Dragon Squad,A Taut Reflection of a Boy And a Waitress who must Outgun a Teacher in Ancient China,2006,4,0.99,170,26.99,NC-17,English,Action
276,Element Freddy,A Awe-Inspiring Reflection of a Waitress And a Squirrel who must Kill a Mad Cow in A Jet Boat,2006,6,4.99,115,28.99,NC-17,English,Comedy
231,Dinosaur Secretary,A Action-Packed Drama of a Feminist And a Girl who must Reach a Robot in The Canadian Rockies,2006,7,2.99,63,27.99,R,English,Family
748,Rugrats Shakespeare,A Touching Saga of a Crocodile And a Crocodile who must Discover a Technical Writer in Nigeria,2006,4,0.99,109,16.99,PG-13,English,Action
886,Theory Mermaid,A Fateful Yarn of a Composer And a Monkey who must Vanquish a Womanizer in The First Manned Space Station,2006,5,0.99,184,9.99,PG-13,English,Animation
758,Saints Bride,A Fateful Tale of a Technical Writer And a Composer who must Pursue a Explorer in The Gulf of Mexico,2006,5,2.99,125,11.99,G,English,Drama
720,Redemption Comforts,A Emotional Documentary of a Dentist And a Woman who must Battle a Mad Scientist in Ancient China,2006,3,2.99,179,20.99,NC-17,English,New
364,Godfather Diary,A Stunning Saga of a Lumberjack And a Squirrel who must Chase a Car in The Outback,2006,3,2.99,73,14.99,NC-17,English,New
188,Crazy Home,A Fanciful Panorama of a Boy And a Woman who must Vanquish a Database Administrator in The Outback,2006,7,2.99,136,24.99,PG,English,Comedy
423,Hollywood Anonymous,A Fast-Paced Epistle of a Boy And a Explorer who must Escape a Dog in A U-Boat,2006,7,0.99,69,29.99,PG,English,Children
145,Chisum Behavior,A Epic Documentary of a Sumo Wrestler And a Butler who must Kill a Car in Ancient India,2006,5,4.99,124,25.99,G,English,Family
492,Jungle Closer,A Boring Character Study of a Boy And a Woman who must Battle a Astronaut in Australia,2006,6,0.99,134,11.99,NC-17,English,New
883,Tequila Past,A Action-Packed Panorama of a Mad Scientist And a Robot who must Challenge a Student in Nigeria,2006,6,4.99,53,17.99,PG,English,Children
174,Confidential Interview,A Stunning Reflection of a Cat And a Woman who must Find a Astronaut in Ancient Japan,2006,6,4.99,180,13.99,NC-17,English,Music
819,Song Hedwig,A Amazing Documentary of a Man And a Husband who must Confront a Squirrel in A MySQL Convention,2006,3,0.99,165,29.99,PG-13,English,Music
376,Grapes Fury,A Boring Yarn of a Mad Cow And a Sumo Wrestler who must Meet a Robot in Australia,2006,4,0.99,155,20.99,G,English,Foreign
154,Clash Freddy,A Amazing Yarn of a Composer And a Squirrel who must Escape a Astronaut in Australia,2006,6,2.99,81,12.99,G,English,Animation
676,Philadelphia Wife,A Taut Yarn of a Hunter And a Astronaut who must Conquer a Database Administrator in The Sahara Desert,2006,7,4.99,137,16.99,PG-13,English,Sports
31,Apache Divine,A Awe-Inspiring Reflection of a Pastry Chef And a Teacher who must Overcome a Sumo Wrestler in A U-Boat,2006,5,4.99,92,16.99,NC-17,English,Family
340,Frontier Cabin,A Emotional Story of a Madman And a Waitress who must Battle a Teacher in An Abandoned Fun House,2006,6,4.99,183,14.99,PG-13,English,New
442,Hunting Musketeers,A Thrilling Reflection of a Pioneer And a Dentist who must Outrace a Womanizer in An Abandoned Mine Shaft,2006,6,2.99,65,24.99,NC-17,English,Family
19,Amadeus Holy,A Emotional Display of a Pioneer And a Technical Writer who must Battle a Man in A Baloon,2006,6,0.99,113,20.99,PG,English,Action
874,Tadpole Park,A Beautiful Tale of a Frisbee And a Moose who must Vanquish a Dog in An Abandoned Amusement Park,2006,6,2.99,155,13.99,PG,English,Classics
575,Midsummer Groundhog,A Fateful Panorama of a Moose And a Dog who must Chase a Crocodile in Ancient Japan,2006,3,4.99,48,27.99,G,English,Documentary
747,Roxanne Rebel,A Astounding Story of a Pastry Chef And a Database Administrator who must Fight a Man in The Outback,2006,5,0.99,171,9.99,R,English,Games
658,Paris Weekend,A Intrepid Story of a Squirrel And a Crocodile who must Defeat a Monkey in The Outback,2006,7,2.99,121,19.99,PG-13,English,Horror
82,Blood Argonauts,A Boring Drama of a Explorer And a Man who must Kill a Lumberjack in A Manhattan Penthouse,2006,3,0.99,71,13.99,G,English,Family
716,Reap Unfaithful,A Thrilling Epistle of a Composer And a Sumo Wrestler who must Challenge a Mad Cow in A MySQL Convention,2006,6,2.99,136,26.99,PG-13,English,Horror
980,Wizard Coldblooded,A Lacklusture Display of a Robot And a Girl who must Defeat a Sumo Wrestler in A MySQL Convention,2006,4,4.99,75,12.99,PG,English,Music
111,Caddyshack Jedi,A Awe-Inspiring Epistle of a Woman And a Madman who must Fight a Robot in Soviet Georgia,2006,3,0.99,52,17.99,NC-17,English,Action
289,Eve Resurrection,A Awe-Inspiring Yarn of a Pastry Chef And a Database Administrator who must Challenge a Teacher in A Baloon,2006,5,4.99,66,25.99,G,English,New
70,Bikini Borrowers,A Astounding Drama of a Astronaut And a Cat who must Discover a Woman in The First Manned Space Station,2006,7,4.99,142,26.99,NC-17,English,Animation
491,Jumping Wrath,A Touching Epistle of a Monkey And a Feminist who must Discover a Boat in Berlin,2006,4,0.99,74,18.99,NC-17,English,Children
897,Torque Bound,A Emotional Display of a Crocodile And a Husband who must Reach a Man in Ancient Japan,2006,3,4.99,179,27.99,G,English,Drama
