film_id,title,description,release_year,rental_duration,rental_rate,length,replacement_cost,rating,name,category
725,Requiem Tycoon,A Unbelieveable Character Study of a Cat And a Database Administrator who must Pursue a Teacher in A Monastery,2006,6,4.99,167,25.99,R,English,Classics
160,Club Graffiti,A Epic Tale of a Pioneer And a Hunter who must Escape a Girl in A U-Boat,2006,4,0.99,65,12.99,PG-13,English,Animation
463,Instinct Airport,A Touching Documentary of a Mad Cow And a Explorer who must Confront a Butler in A Manhattan Penthouse,2006,4,2.99,116,21.99,PG,English,Sports
851,Straight Hours,A Boring Panorama of a Secret Agent And a Girl who must Sink a Waitress in The Outback,2006,3,0.99,151,19.99,R,English,Sports
396,Hanging Deep,A Action-Packed Yarn of a Boat And a Crocodile who must Build a Monkey in Berlin,2006,5,4.99,62,18.99,G,English,Drama
256,Drop Waterfront,A Fanciful Documentary of a Husband And a Explorer who must Reach a Madman in Ancient China,2006,6,4.99,178,20.99,R,English,Sports
623,Newton Labyrinth,A Intrepid Character Study of a Moose And a Waitress who must Find a A Shark in Ancient India,2006,4,0.99,75,9.99,PG,English,Foreign
960,Wars Pluto,A Taut Reflection of a Teacher And a Database Administrator who must Chase a Madman in The Sahara Desert,2006,5,2.99,128,15.99,G,English,Documentary
613,Mystic Truman,A Epic Yarn of a Teacher And a Hunter who must Outgun a Explorer in Soviet Georgia,2006,5,0.99,92,19.99,NC-17,English,Comedy
431,Hoosiers Birdcage,A Astounding Display of a Explorer And a Boat who must Vanquish a Car in The First Manned Space Station,2006,3,2.99,176,12.99,G,English,Foreign
952,Wagon Jaws,A Intrepid Drama of a Moose And a Boat who must Kill a Explorer in A Manhattan Penthouse,2006,7,2.99,152,17.99,PG,English,Documentary
363,Go Purple,A Fast-Paced Display of a Car And a Database Administrator who must Battle a Woman in A Baloon,2006,3,0.99,54,12.99,R,English,Music
899,Towers Hurricane,A Fateful Display of a Monkey And a Car who must Sink a Husband in A MySQL Convention,2006,7,0.99,144,14.99,NC-17,English,Classics
76,Birdcage Casper,A Fast-Paced Saga of a Frisbee And a Astronaut who must Overcome a Feminist in Ancient India,2006,4,0.99,103,23.99,NC-17,English,Music
881,Temple Attraction,A Action-Packed Saga of a Forensic Psychologist And a Woman who must Battle a Womanizer in Soviet Georgia,2006,5,4.99,71,13.99,PG,English,Horror
587,Mod Secretary,A Boring Documentary of a Mad Cow And a Cat who must Build a Lumberjack in New Orleans,2006,6,4.99,77,20.99,NC-17,English,Documentary
69,Beverly Outlaw,A Fanciful Documentary of a Womanizer And a Boat who must Defeat a Madman in The First Manned Space Station,2006,3,2.99,85,21.99,R,English,Sci-Fi
1,Academy Dinosaur,A Epic Drama of a Feminist And a Mad Scientist who must Battle a Teacher in The Canadian Rockies,2006,6,0.99,86,20.99,PG,English,Documentary
438,Human Graffiti,A Beautiful Reflection of a Womanizer And a Sumo Wrestler who must Chase a Database Administrator in The Gulf of Mexico,2006,3,2.99,68,22.99,NC-17,English,Games
927,Uprising Uptown,A Fanciful Reflection of a Boy And a Butler who must Pursue a Woman in Berlin,2006,6,2.99,174,16.99,NC-17,English,Action
832,Splash Gump,A Taut Saga of a Crocodile And a Boat who must Conquer a Hunter in A Shark Tank,2006,5,0.99,175,16.99,PG,English,Family
577,Mile Mulan,A Lacklusture Epistle of a Cat And a Husband who must Confront a Boy in A MySQL Convention,2006,4,0.99,64,10.99,PG,English,Sports
908,Trap Guys,A Unbelieveable Story of a Boy And a Mad Cow who must Challenge a Database Administrator in The Sahara Desert,2006,3,4.99,110,11.99,G,English,Foreign
79,Blade Polish,A Thoughtful Character Study of a Frisbee And a Pastry Chef who must Fight a Dentist in The First Manned Space Station,2006,5,0.99,114,10.99,PG-13,English,Drama
621,Network Peak,A Unbelieveable Reflection of a Butler And a Boat who must Outgun a Mad Scientist in California,2006,5,2.99,75,23.99,PG-13,English,Family
430,Hook Chariots,A Insightful Story of a Boy And a Dog who must Redeem a Boy in Australia,2006,7,0.99,49,23.99,G,English,Animation
29,Antitrust Tomatoes,A Fateful Yarn of a Womanizer And a Feminist who must Succumb a Database Administrator in Ancient India,2006,5,2.99,168,11.99,NC-17,English,Action
17,Alone Trip,A Fast-Paced Character Study of a Composer And a Dog who must Outgun a Boat in An Abandoned Fun House,2006,3,0.99,82,14.99,R,English,Music
373,Graduate Lord,A Lacklusture Epistle of a Girl And a A Shark who must Meet a Mad Scientist in Ancient China,2006,7,2.99,156,14.99,G,English,Children
318,Firehouse Vietnam,A Awe-Inspiring Character Study of a Boat And a Boy who must Kill a Pastry Chef in The Sahara Desert,2006,7,0.99,103,14.99,G,English,Action
594,Montezuma Command,A Thrilling Reflection of a Waitress And a Butler who must Battle a Butler in A Jet Boat,2006,6,0.99,126,22.99,NC-17,English,Action
345,Gables Metropolis,A Fateful Display of a Cat And a Pioneer who must Challenge a Pastry Chef in A Baloon Factory,2006,3,0.99,161,17.99,PG,English,Family
677,Pianist Outfield,A Intrepid Story of a Boy And a Technical Writer who must Pursue a Lumberjack in A Monastery,2006,6,0.99,136,25.99,NC-17,English,New
637,Open African,A Lacklusture Drama of a Secret Agent And a Explorer who must Discover a Car in A U-Boat,2006,7,4.99,131,16.99,PG,English,Sci-Fi
860,Suicides Silence,A Emotional Character Study of a Car And a Girl who must Face a Composer in A U-Boat,2006,4,4.99,93,13.99,G,English,Sci-Fi
673,Personal Ladybugs,A Epic Saga of a Hunter And a Technical Writer who must Conquer a Cat in Ancient Japan,2006,3,0.99,118,19.99,PG-13,English,Music
417,Hills Neighbors,A Epic Display of a Hunter And a Feminist who must Sink a Car in A U-Boat,2006,5,0.99,93,29.99,G,English,Action
906,Tramp Others,A Brilliant Display of a Composer And a Cat who must Succumb a A Shark in Ancient India,2006,4,0.99,171,27.99,PG,English,Comedy
711,Raging Airplane,A Astounding Display of a Secret Agent And a Technical Writer who must Escape a Mad Scientist in A Jet Boat,2006,4,4.99,154,18.99,R,English,Sci-Fi
88,Born Spinal,A Touching Epistle of a Frisbee And a Husband who must Pursue a Student in Nigeria,2006,7,4.99,179,17.99,PG,English,Travel
850,Story Side,A Lacklusture Saga of a Boy And a Cat who must Sink a Dentist in An Abandoned Mine Shaft,2006,7,0.99,163,27.99,R,English,Action
669,Pearl Destiny,A Lacklusture Yarn of a Astronaut And a Pastry Chef who must Sink a Dog in A U-Boat,2006,3,2.99,74,10.99,NC-17,English,Foreign
392,Hall Cassidy,A Beautiful Panorama of a Pastry Chef And a A Shark who must Battle a Pioneer in Soviet Georgia,2006,5,4.99,51,13.99,NC-17,English,Children
604,Mulan Moon,A Emotional Saga of a Womanizer And a Pioneer who must Overcome a Dentist in A Baloon,2006,4,0.99,160,10.99,G,English,Comedy
968,Werewolf Lola,A Fanciful Story of a Man And a Sumo Wrestler who must Outrace a Student in A Monastery,2006,6,4.99,79,19.99,G,English,Action
895,Tomorrow Hustler,A Thoughtful Story of a Moose And a Husband who must Face a Secret Agent in The Sahara Desert,2006,3,2.99,142,21.99,R,English,Classics
243,Doors President,A Awe-Inspiring Display of a Squirrel And a Woman who must Overcome a Boy in The Gulf of Mexico,2006,3,4.99,49,22.99,NC-17,English,Animation
372,Graceland Dynamite,A Taut Display of a Cat And a Girl who must Overcome a Database Administrator in New Orleans,2006,5,4.99,140,26.99,R,English,Sports
178,Connection Microcosmos,A Fateful Documentary of a Crocodile And a Husband who must Face a Husband in The First Manned Space Station,2006,6,0.99,115,25.99,G,English,Comedy
16,Alley Evolution,A Fast-Paced Drama of a Robot And a Composer who must Battle a Astronaut in New Orleans,2006,6,2.99,180,23.99,NC-17,English,Foreign
519,Liberty Magnificent,A Boring Drama of a Student And a Cat who must Sink a Technical Writer in A Baloon,2006,3,2.99,138,27.99,G,English,Sports
498,Killer Innocent,A Fanciful Character Study of a Student And a Explorer who must Succumb a Composer in An Abandoned Mine Shaft,2006,7,2.99,161,11.99,R,English,Family
335,Freedom Cleopatra,A Emotional Reflection of a Dentist And a Mad Cow who must Face a Squirrel in A Baloon,2006,5,0.99,133,23.99,PG-13,English,Comedy
255,Driving Polish,A Action-Packed Yarn of a Feminist And a Technical Writer who must Sink a Boat in An Abandoned Mine Shaft,2006,6,4.99,175,21.99,NC-17,English,Music
547,Magic Mallrats,A Touching Documentary of a Pastry Chef And a Pastry Chef who must Build a Mad Scientist in California,2006,3,0.99,117,19.99,PG,English,Children
155,Cleopatra Devil,A Fanciful Documentary of a Crocodile And a Technical Writer who must Fight a A Shark in A Baloon,2006,6,0.99,150,26.99,PG-13,English,New
285,English Bulworth,A Intrepid Epistle of a Pastry Chef And a Pastry Chef who must Pursue a Crocodile in Ancient China,2006,3,0.99,51,18.99,PG-13,English,Sci-Fi
273,Effect Gladiator,A Beautiful Display of a Pastry Chef And a Pastry Chef who must Outgun a Forensic Psychologist in A Manhattan Penthouse,2006,6,0.99,107,14.99,PG,English,Family
51,Balloon Homeward,A Insightful Panorama of a Forensic Psychologist And a Mad Cow who must Build a Mad Scientist in The First Manned Space Station,2006,5,2.99,75,10.99,NC-17,English,Music
625,None Spiking,A Boring Reflection of a Secret Agent And a Astronaut who must Face a Composer in A Manhattan Penthouse,2006,3,0.99,83,18.99,NC-17,English,Sci-Fi
425,Holy Tadpole,A Action-Packed Display of a Feminist And a Pioneer who must Pursue a Dog in A Baloon Factory,2006,6,0.99,88,20.99,R,English,Classics
302,Fantasia Park,A Thoughtful Documentary of a Mad Scientist And a A Shark who must Outrace a Feminist in Australia,2006,5,2.99,131,29.99,G,English,Games
737,Rock Instinct,A Astounding Character Study of a Robot And a Moose who must Overcome a Astronaut in Ancient India,2006,4,0.99,102,28.99,G,English,Horror
612,Mussolini Spoilers,A Thrilling Display of a Boat And a Monkey who must Meet a Composer in Ancient China,2006,6,2.99,180,10.99,G,English,Sports
260,Dude Blindness,A Stunning Reflection of a Husband And a Lumberjack who must Face a Frisbee in An Abandoned Fun House,2006,3,4.99,132,9.99,G,English,Sports
87,Boondock Ballroom,A Fateful Panorama of a Crocodile And a Boy who must Defeat a Monkey in The Gulf of Mexico,2006,7,0.99,76,14.99,NC-17,English,Travel
485,Jersey Sassy,A Lacklusture Documentary of a Madman And a Mad Cow who must Find a Feminist in Ancient Japan,2006,6,4.99,60,16.99,PG,English,Children
680,Pinocchio Simon,A Action-Packed Reflection of a Mad Scientist And a A Shark who must Find a Feminist in California,2006,4,4.99,103,21.99,PG,English,Comedy
428,Homicide Peach,A Astounding Documentary of a Hunter And a Boy who must Confront a Boy in A MySQL Convention,2006,6,2.99,141,21.99,PG-13,English,Family
764,Saturday Lambs,A Thoughtful Reflection of a Mad Scientist And a Moose who must Kill a Husband in A Baloon,2006,3,4.99,150,28.99,G,English,Sports
477,Jawbreaker Brooklyn,A Stunning Reflection of a Boat And a Pastry Chef who must Succumb a A Shark in A Jet Boat,2006,5,0.99,118,15.99,PG,English,Music
902,Trading Pinocchio,A Emotional Character Study of a Student And a Explorer who must Discover a Frisbee in The First Manned Space Station,2006,6,4.99,170,22.99,PG,English,Sports
350,Garden Island,A Unbelieveable Character Study of a Womanizer And a Madman who must Reach a Man in The Outback,2006,3,4.99,80,21.99,G,English,Sci-Fi
731,Right Cranes,A Fateful Character Study of a Boat And a Cat who must Find a Database Administrator in A Jet Boat,2006,7,4.99,153,29.99,PG-13,English,Classics
164,Coast Rainbow,A Astounding Documentary of a Mad Cow And a Pioneer who must Challenge a Butler in The Sahara Desert,2006,4,0.99,55,20.99,PG,English,Documentary
326,Flying Hook,A Thrilling Display of a Mad Cow And a Dog who must Challenge a Frisbee in Nigeria,2006,6,2.99,69,18.99,NC-17,English,Animation
549,Magnolia Forrester,A Thoughtful Documentary of a Composer And a Explorer who must Conquer a Dentist in New Orleans,2006,4,0.99,171,28.99,PG-13,English,Action
782,Shakespeare Saddle,A Fast-Paced Panorama of a Lumberjack And a Database Administrator who must Defeat a Madman in A MySQL Convention,2006,6,2.99,60,26.99,PG-13,English,Sports
846,Sting Personal,A Fanciful Drama of a Frisbee And a Dog who must Fight a Madman in A Jet Boat,2006,3,4.99,93,9.99,NC-17,English,New
23,Anaconda Confessions,A Lacklusture Display of a Dentist And a Dentist who must Fight a Girl in Australia,2006,3,0.99,92,9.99,R,English,Animation
497,Kill Brotherhood,A Touching Display of a Hunter And a Secret Agent who must Redeem a Husband in The Outback,2006,4,0.99,54,15.99,G,English,Documentary
977,Window Side,A Astounding Character Study of a Womanizer And a Hunter who must Escape a Robot in A Monastery,2006,3,2.99,85,25.99,R,English,Travel
5,African Egg,A Fast-Paced Documentary of a Pastry Chef And a Dentist who must Pursue a Forensic Psychologist in The Gulf of Mexico,2006,6,2.99,130,22.99,G,English,Family
944,Virgin Daisy,A Awe-Inspiring Documentary of a Robot And a Mad Scientist who must Reach a Database Administrator in A Shark Tank,2006,6,4.99,179,29.99,PG-13,English,Drama
632,Nuts Ties,A Thoughtful Drama of a Explorer And a Womanizer who must Meet a Teacher in California,2006,5,4.99,145,10.99,NC-17,English,New
21,American Circus,A Insightful Drama of a Girl And a Astronaut who must Face a Database Administrator in A Shark Tank,2006,3,4.99,129,17.99,R,English,Action
741,Roman Punk,A Thoughtful Panorama of a Mad Cow And a Student who must Battle a Forensic Psychologist in Berlin,2006,7,0.99,81,28.99,NC-17,English,Music
