film_id,title,description,release_year,rental_duration,rental_rate,length,replacement_cost,rating,name,category
466,Intolerable Intentions,A Awe-Inspiring Story of a Monkey And a Pastry Chef who must Succumb a Womanizer in A MySQL Convention,2006,6,4.99,63,20.99,PG-13,English,Documentary
360,Glass Dying,A Astounding Drama of a Frisbee And a Astronaut who must Fight a Dog in Ancient Japan,2006,4,0.99,103,24.99,G,English,Action
801,Sister Freddy,A Stunning Saga of a Butler And a Woman who must Pursue a Explorer in Australia,2006,5,4.99,152,19.99,PG-13,English,Children
982,Women Dorado,A Insightful Documentary of a Waitress And a Butler who must Vanquish a Composer in Australia,2006,4,0.99,126,23.99,R,English,Action
921,Uncut Suicides,A Intrepid Yarn of a Explorer And a Pastry Chef who must Pursue a Mad Cow in A U-Boat,2006,7,2.99,172,29.99,PG-13,English,Music
516,Legend Jedi,A Awe-Inspiring Epistle of a Pioneer And a Student who must Outgun a Crocodile in The Outback,2006,7,0.99,59,18.99,PG,English,Music
610,Music Boondock,A Thrilling Tale of a Butler And a Astronaut who must Battle a Explorer in The First Manned Space Station,2006,7,0.99,129,17.99,R,English,Family
574,Midnight Westward,A Taut Reflection of a Husband And a A Shark who must Redeem a Pastry Chef in A Monastery,2006,3,0.99,86,19.99,G,English,Action
382,Grit Clockwork,A Thoughtful Display of a Dentist And a Squirrel who must Confront a Lumberjack in A Shark Tank,2006,3,0.99,137,21.99,PG,English,Games
73,Bingo Talented,A Touching Tale of a Girl And a Crocodile who must Discover a Waitress in Nigeria,2006,5,2.99,150,22.99,PG-13,English,Sci-Fi
548,Magnificent Chitty,A Insightful Story of a Teacher And a Hunter who must Face a Mad Cow in California,2006,3,2.99,53,27.99,R,English,Classics
447,Ice Crossing,A Fast-Paced Tale of a Butler And a Moose who must Overcome a Pioneer in A Manhattan Penthouse,2006,5,2.99,131,28.99,R,English,Games
195,Crowds Telemark,A Intrepid Documentary of a Astronaut And a Forensic Psychologist who must Find a Frisbee in An Abandoned Fun House,2006,3,4.99,112,16.99,R,English,Sci-Fi
409,Heartbreakers Bright,A Awe-Inspiring Documentary of a A Shark And a Dentist who must Outrace a Pastry Chef in The Canadian Rockies,2006,3,4.99,59,9.99,G,English,Children
893,Titans Jerk,A Unbelieveable Panorama of a Feminist And a Sumo Wrestler who must Challenge a Technical Writer in Ancient China,2006,4,4.99,91,11.99,PG,English,Sci-Fi
918,Twisted Pirates,A Touching Display of a Frisbee And a Boat who must Kill a Girl in A MySQL Convention,2006,4,4.99,152,23.99,PG,English,Children
224,Desperate Trainspotting,A Epic Yarn of a Forensic Psychologist And a Teacher who must Face a Lumberjack in California,2006,7,4.99,81,29.99,G,English,Travel
426,Home Pity,A Touching Panorama of a Man And a Secret Agent who must Challenge a Teacher in A MySQL Convention,2006,7,4.99,185,15.99,R,English,Music
173,Confessions Maguire,A Insightful Story of a Car And a Boy who must Battle a Technical Writer in A Baloon,2006,7,4.99,65,25.99,PG-13,English,Drama
793,Shrunk Divine,A Fateful Character Study of a Waitress And a Technical Writer who must Battle a Hunter in A Baloon,2006,6,2.99,139,14.99,R,English,Action
641,Orange Grapes,A Astounding Documentary of a Butler And a Womanizer who must Face a Dog in A U-Boat,2006,4,0.99,76,21.99,PG-13,English,Foreign
508,Lambs Cincinatti,A Insightful Story of a Man And a Feminist who must Fight a Composer in Australia,2006,6,4.99,144,18.99,PG-13,English,Games
527,Lola Agent,A Astounding Tale of a Mad Scientist And a Husband who must Redeem a Database Administrator in Ancient Japan,2006,4,4.99,85,24.99,PG,English,Horror
946,Virtual Spoilers,A Fateful Tale of a Database Administrator And a Squirrel who must Discover a Student in Soviet Georgia,2006,3,4.99,144,14.99,NC-17,English,Family
488,Joon Northwest,A Thrilling Panorama of a Technical Writer And a Car who must Discover a Forensic Psychologist in A Shark Tank,2006,3,0.99,105,23.99,NC-17,English,Sports
703,Punk Divorce,A Fast-Paced Tale of a Pastry Chef And a Boat who must Face a Frisbee in The Canadian Rockies,2006,6,4.99,100,18.99,PG,English,Animation
277,Elephant Trojan,A Beautiful Panorama of a Lumberjack And a Forensic Psychologist who must Overcome a Frisbee in A Baloon,2006,4,4.99,126,24.99,PG-13,English,Horror
963,Watch Tracy,A Fast-Paced Yarn of a Dog And a Frisbee who must Conquer a Hunter in Nigeria,2006,5,0.99,78,12.99,PG,English,Animation
199,Cupboard Sinners,A Emotional Reflection of a Frisbee And a Boat who must Reach a Pastry Chef in An Abandoned Amusement Park,2006,4,2.99,56,29.99,R,English,Documentary
992,Wrath Mile,A Intrepid Reflection of a Technical Writer And a Hunter who must Defeat a Sumo Wrestler in A Monastery,2006,5,0.99,176,17.99,NC-17,English,Documentary
816,Snowman Rollercoaster,A Fateful Display of a Lumberjack And a Girl who must Succumb a Mad Cow in A Manhattan Penthouse,2006,3,0.99,62,27.99,G,English,Animation
115,Campus Remember,A Astounding Drama of a Crocodile And a Mad Cow who must Build a Robot in A Jet Boat,2006,5,2.99,167,27.99,R,English,Action
878,Teen Apollo,A Awe-Inspiring Drama of a Dog And a Man who must Escape a Robot in A Shark Tank,2006,3,4.99,74,25.99,G,English,Travel
675,Phantom Glory,A Beautiful Documentary of a Astronaut And a Crocodile who must Discover a Madman in A Monastery,2006,6,2.99,60,17.99,NC-17,English,New
593,Monterey Labyrinth,A Awe-Inspiring Drama of a Monkey And a Composer who must Escape a Feminist in A U-Boat,2006,6,0.99,158,13.99,G,English,Horror
698,Princess Giant,A Thrilling Yarn of a Pastry Chef And a Monkey who must Battle a Monkey in A Shark Tank,2006,3,2.99,71,29.99,NC-17,English,Documentary
78,Blackout Private,A Intrepid Yarn of a Pastry Chef And a Mad Scientist who must Challenge a Secret Agent in Ancient Japan,2006,7,2.99,85,12.99,PG,English,Animation
61,Beauty Grease,A Fast-Paced Display of a Composer And a Moose who must Sink a Robot in An Abandoned Mine Shaft,2006,5,4.99,175,28.99,G,English,Drama
829,Spinal Rocky,A Lacklusture Epistle of a Sumo Wrestler And a Squirrel who must Defeat a Explorer in California,2006,7,2.99,138,12.99,PG-13,English,Family
232,Dirty Ace,A Action-Packed Character Study of a Forensic Psychologist And a Girl who must Build a Dentist in The Outback,2006,7,2.99,147,29.99,NC-17,English,Games
802,Sky Miracle,A Epic Drama of a Mad Scientist And a Explorer who must Succumb a Waitress in An Abandoned Fun House,2006,7,2.99,132,15.99,PG,English,Action
935,Vanished Garden,A Intrepid Character Study of a Squirrel And a A Shark who must Kill a Lumberjack in California,2006,5,0.99,142,17.99,R,English,New
723,Reign Gentlemen,A Emotional Yarn of a Composer And a Man who must Escape a Butler in The Gulf of Mexico,2006,3,2.99,82,29.99,PG-13,English,Sci-Fi
102,Bubble Grosse,A Awe-Inspiring Panorama of a Crocodile And a Moose who must Confront a Girl in A Baloon,2006,4,4.99,60,20.99,R,English,Sports
910,Treatment Jekyll,A Boring Story of a Teacher And a Student who must Outgun a Cat in An Abandoned Mine Shaft,2006,3,0.99,87,19.99,PG,English,Drama
405,Haunted Antitrust,A Amazing Saga of a Man And a Dentist who must Reach a Technical Writer in Ancient India,2006,6,4.99,76,13.99,NC-17,English,Travel
913,Troopers Metal,A Fanciful Drama of a Monkey And a Feminist who must Sink a Man in Berlin,2006,3,0.99,115,20.99,R,English,New
733,River Outlaw,A Thrilling Character Study of a Squirrel And a Lumberjack who must Face a Hunter in A MySQL Convention,2006,4,0.99,149,29.99,PG-13,English,Sports
421,Holiday Games,A Insightful Reflection of a Waitress And a Madman who must Pursue a Boy in Ancient Japan,2006,7,4.99,78,10.99,PG-13,English,Foreign
857,Strictly Scarface,A Touching Reflection of a Crocodile And a Dog who must Chase a Hunter in An Abandoned Fun House,2006,3,2.99,144,24.99,PG-13,English,Comedy
418,Hobbit Alien,A Emotional Drama of a Husband And a Girl who must Outgun a Composer in The First Manned Space Station,2006,5,0.99,157,27.99,PG-13,English,Drama
984,Wonderful Drop,A Boring Panorama of a Woman And a Madman who must Overcome a Butler in A U-Boat,2006,3,2.99,126,20.99,NC-17,English,Foreign
212,Darn Forrester,A Fateful Story of a A Shark And a Explorer who must Succumb a Technical Writer in A Jet Boat,2006,7,4.99,185,14.99,G,English,Action
257,Drumline Cyclone,A Insightful Panorama of a Monkey And a Sumo Wrestler who must Outrace a Mad Scientist in The Canadian Rockies,2006,3,0.99,110,14.99,G,English,Travel
226,Destiny Saturday,A Touching Drama of a Crocodile And a Crocodile who must Conquer a Explorer in Soviet Georgia,2006,4,4.99,56,20.99,G,English,New
240,Dolls Rage,A Thrilling Display of a Pioneer And a Frisbee who must Escape a Teacher in The Outback,2006,7,2.99,120,10.99,PG-13,English,Sci-Fi
180,Conspiracy Spirit,A Awe-Inspiring Story of a Student And a Frisbee who must Conquer a Crocodile in An Abandoned Mine Shaft,2006,4,2.99,184,27.99,PG-13,English,Classics
169,Comforts Rush,A Unbelieveable Panorama of a Pioneer And a Husband who must Meet a Mad Cow in An Abandoned Mine Shaft,2006,3,2.99,76,19.99,NC-17,English,Travel
37,Arizona Bang,A Brilliant Panorama of a Mad Scientist And a Mad Cow who must Meet a Pioneer in A Monastery,2006,3,2.99,121,28.99,PG,English,Classics
551,Maiden Home,A Lacklusture Saga of a Moose And a Teacher who must Kill a Forensic Psychologist in A MySQL Convention,2006,3,4.99,138,9.99,PG,English,New
567,Meet Chocolate,A Boring Documentary of a Dentist And a Butler who must Confront a Monkey in A MySQL Convention,2006,3,2.99,80,26.99,G,English,Foreign
427,Homeward Cider,A Taut Reflection of a Astronaut And a Squirrel who must Fight a Squirrel in A Manhattan Penthouse,2006,5,0.99,103,19.99,R,English,Documentary
397,Hanky October,A Boring Epistle of a Database Administrator And a Explorer who must Pursue a Madman in Soviet Georgia,2006,5,2.99,107,26.99,NC-17,English,Sci-Fi
3,Adaptation Holes,A Astounding Reflection of a Lumberjack And a Car who must Sink a Lumberjack in A Baloon Factory,2006,7,2.99,50,18.99,NC-17,English,Documentary
435,Hotel Happiness,A Thrilling Yarn of a Pastry Chef And a A Shark who must Challenge a Mad Scientist in The Outback,2006,6,4.99,181,28.99,PG-13,English,Foreign
776,Secret Groundhog,A Astounding Story of a Cat And a Database Administrator who must Build a Technical Writer in New Orleans,2006,6,4.99,90,11.99,PG,English,Documentary
786,Shepherd Midsummer,A Thoughtful Drama of a Robot And a Womanizer who must Kill a Lumberjack in A Baloon,2006,7,0.99,113,14.99,R,English,Children
43,Atlantis Cause,A Thrilling Yarn of a Feminist And a Hunter who must Fight a Technical Writer in A Shark Tank,2006,6,2.99,170,15.99,G,English,Family
715,Range Moonwalker,A Insightful Documentary of a Hunter And a Dentist who must Confront a Crocodile in A Baloon,2006,3,4.99,147,25.99,PG,English,Family
238,Doctor Grail,A Insightful Drama of a Womanizer And a Waitress who must Reach a Forensic Psychologist in The Outback,2006,4,2.99,57,29.99,G,English,Children
994,Wyoming Storm,A Awe-Inspiring Panorama of a Robot And a Boat who must Overcome a Feminist in A U-Boat,2006,6,4.99,100,29.99,PG-13,English,New
393,Halloween Nuts,A Amazing Panorama of a Forensic Psychologist And a Technical Writer who must Fight a Dentist in A U-Boat,2006,6,2.99,47,19.99,PG-13,English,Documentary
287,Entrapment Satisfaction,A Thoughtful Panorama of a Hunter And a Teacher who must Reach a Mad Cow in A U-Boat,2006,5,0.99,176,19.99,R,English,Action
861,Suit Walls,A Touching Panorama of a Lumberjack And a Frisbee who must Build a Dog in Australia,2006,3,4.99,111,12.99,R,English,Games
601,Moulin Wake,A Astounding Story of a Forensic Psychologist And a Cat who must Battle a Teacher in An Abandoned Mine Shaft,2006,4,0.99,79,20.99,PG-13,English,Travel
953,Wait Cider,A Intrepid Epistle of a Woman And a Forensic Psychologist who must Succumb a Astronaut in A Manhattan Penthouse,2006,3,0.99,112,9.99,PG-13,English,Animation
722,Reef Salute,A Action-Packed Saga of a Teacher And a Lumberjack who must Battle a Dentist in A Baloon,2006,5,0.99,123,26.99,NC-17,English,Horror
678,Pickup Driving,A Touching Documentary of a Husband And a Boat who must Meet a Pastry Chef in A Baloon Factory,2006,3,2.99,77,23.99,G,English,Sports
618,Necklace Outbreak,A Astounding Epistle of a Database Administrator And a Mad Scientist who must Pursue a Cat in California,2006,3,0.99,132,21.99,PG,English,Drama
432,Hope Tootsie,A Amazing Documentary of a Student And a Sumo Wrestler who must Outgun a A Shark in A Shark Tank,2006,4,2.99,139,22.99,NC-17,English,Classics
572,Metropolis Coma,A Emotional Saga of a Database Administrator And a Pastry Chef who must Confront a Teacher in A Baloon Factory,2006,4,2.99,64,9.99,PG-13,English,Sci-Fi
399,Happiness United,A Action-Packed Panorama of a Husband And a Feminist who must Meet a Forensic Psychologist in Ancient Japan,2006,6,2.99,100,23.99,G,English,Foreign
449,Identity Lover,A Boring Tale of a Composer And a Mad Cow who must Defeat a Car in The Outback,2006,4,2.99,119,12.99,PG-13,English,Sci-Fi
859,Sugar Wonka,A Touching Story of a Dentist And a Database Administrator who must Conquer a Astronaut in An Abandoned Amusement Park,2006,3,4.99,114,20.99,PG,English,Animation
717,Rear Trading,A Awe-Inspiring Reflection of a Forensic Psychologist And a Secret Agent who must Succumb a Pastry Chef in Soviet Georgia,2006,6,0.99,97,23.99,NC-17,English,Action
