film_id,title,description,release_year,rental_duration,rental_rate,length,replacement_cost,rating,name,category
826,Speed Suit,A Brilliant Display of a Frisbee And a Mad Scientist who must Succumb a Robot in Ancient China,2006,7,4.99,124,19.99,PG-13,English,Travel
635,Oklahoma Jumanji,A Thoughtful Drama of a Dentist And a Womanizer who must Meet a Husband in The Sahara Desert,2006,7,0.99,58,15.99,PG,English,New
603,Movie Shakespeare,A Insightful Display of a Database Administrator And a Student who must Build a Hunter in Berlin,2006,6,4.99,53,27.99,PG,English,Family
394,Hamlet Wisdom,A Touching Reflection of a Man And a Man who must Sink a Robot in The Outback,2006,7,2.99,146,21.99,R,English,Sci-Fi
854,Strangers Graffiti,A Brilliant Character Study of a Secret Agent And a Man who must Find a Cat in The Gulf of Mexico,2006,4,4.99,119,22.99,R,English,Horror
534,Louisiana Harry,A Lacklusture Drama of a Girl And a Technical Writer who must Redeem a Monkey in A Shark Tank,2006,5,0.99,70,18.99,PG-13,English,Family
429,Honey Ties,A Taut Story of a Waitress And a Crocodile who must Outrace a Lumberjack in A Shark Tank,2006,3,0.99,84,29.99,R,English,Sports
478,Jaws Harry,A Thrilling Display of a Database Administrator And a Monkey who must Overcome a Dog in An Abandoned Fun House,2006,4,2.99,112,10.99,G,English,Comedy
220,Deer Virginian,A Thoughtful Story of a Mad Cow And a Womanizer who must Overcome a Mad Scientist in Soviet Georgia,2006,7,2.99,106,13.99,NC-17,English,Music
784,Shanghai Tycoon,A Fast-Paced Character Study of a Crocodile And a Lumberjack who must Build a Husband in An Abandoned Fun House,2006,7,2.99,47,20.99,PG,English,Travel
351,Gaslight Crusade,A Amazing Epistle of a Boy And a Astronaut who must Redeem a Man in The Gulf of Mexico,2006,4,2.99,106,10.99,PG,English,Horror
11,Alamo Videotape,A Boring Epistle of a Butler And a Cat who must Fight a Pastry Chef in A MySQL Convention,2006,6,0.99,126,16.99,G,English,Foreign
308,Ferris Mother,A Touching Display of a Frisbee And a Frisbee who must Kill a Girl in The Gulf of Mexico,2006,3,2.99,142,13.99,PG,English,Comedy
865,Sunrise League,A Beautiful Epistle of a Madman And a Butler who must Face a Crocodile in A Manhattan Penthouse,2006,3,4.99,135,19.99,PG-13,English,Animation
638,Operation Operation,A Intrepid Character Study of a Man And a Frisbee who must Overcome a Madman in Ancient China,2006,7,2.99,156,23.99,G,English,Comedy
863,Sun Confessions,A Beautiful Display of a Mad Cow And a Dog who must Redeem a Waitress in An Abandoned Amusement Park,2006,5,0.99,141,9.99,R,English,Sci-Fi
743,Room Roman,A Awe-Inspiring Panorama of a Composer And a Secret Agent who must Sink a Composer in A Shark Tank,2006,7,0.99,60,27.99,PG,English,Animation
867,Super Wyoming,A Action-Packed Saga of a Pastry Chef And a Explorer who must Discover a A Shark in The Outback,2006,5,4.99,58,10.99,PG,English,Family
666,Paycheck Wait,A Awe-Inspiring Reflection of a Boy And a Man who must Discover a Moose in The Sahara Desert,2006,4,4.99,145,27.99,PG-13,English,Drama
919,Tycoon Gathering,A Emotional Display of a Husband And a A Shark who must Succumb a Madman in A Manhattan Penthouse,2006,3,4.99,82,17.99,G,English,Games
971,Whale Bikini,A Intrepid Story of a Pastry Chef And a Database Administrator who must Kill a Feminist in A MySQL Convention,2006,4,4.99,109,11.99,PG-13,English,Foreign
651,Packer Madigan,A Epic Display of a Sumo Wrestler And a Forensic Psychologist who must Build a Woman in An Abandoned Amusement Park,2006,3,0.99,84,20.99,PG-13,English,Animation
827,Spice Sorority,A Fateful Display of a Pioneer And a Hunter who must Defeat a Husband in An Abandoned Mine Shaft,2006,5,4.99,141,22.99,NC-17,English,Drama
544,Madison Trap,A Awe-Inspiring Reflection of a Monkey And a Dentist who must Overcome a Pioneer in A U-Boat,2006,4,2.99,147,11.99,R,English,Documentary
557,Manchurian Curtain,A Stunning Tale of a Mad Cow And a Boy who must Battle a Boy in Berlin,2006,5,2.99,177,27.99,PG,English,Family
450,Idols Snatchers,A Insightful Drama of a Car And a Composer who must Fight a Man in A Monastery,2006,5,2.99,84,29.99,NC-17,English,Children
347,Games Bowfinger,A Astounding Documentary of a Butler And a Explorer who must Challenge a Butler in A Monastery,2006,7,4.99,119,17.99,PG-13,English,Travel
217,Dazed Punk,A Action-Packed Story of a Pioneer And a Technical Writer who must Discover a Forensic Psychologist in An Abandoned Amusement Park,2006,6,4.99,120,20.99,G,English,Games
83,Blues Instinct,A Insightful Documentary of a Boat And a Composer who must Meet a Forensic Psychologist in An Abandoned Fun House,2006,5,2.99,50,18.99,G,English,Family
58,Beach Heartbreakers,A Fateful Display of a Womanizer And a Mad Scientist who must Outgun a A Shark in Soviet Georgia,2006,6,2.99,122,16.99,G,English,Documentary
177,Connecticut Tramp,A Unbelieveable Drama of a Crocodile And a Mad Cow who must Reach a Dentist in A Shark Tank,2006,4,4.99,172,20.99,R,English,Sci-Fi
553,Maker Gables,A Stunning Display of a Moose And a Database Administrator who must Pursue a Composer in A Jet Boat,2006,4,0.99,136,12.99,PG-13,English,Children
1000,Zorro Ark,A Intrepid Panorama of a Mad Scientist And a Boy who must Redeem a Boy in A Monastery,2006,3,4.99,50,18.99,NC-17,English,Comedy
198,Crystal Breaking,A Fast-Paced Character Study of a Feminist And a Explorer who must Face a Pastry Chef in Ancient Japan,2006,6,2.99,184,22.99,NC-17,English,Foreign
44,Attacks Hate,A Fast-Paced Panorama of a Technical Writer And a Mad Scientist who must Find a Feminist in An Abandoned Mine Shaft,2006,5,4.99,113,21.99,PG-13,English,Sci-Fi
148,Chocolate Duck,A Unbelieveable Story of a Mad Scientist And a Technical Writer who must Discover a Composer in Ancient China,2006,3,2.99,132,13.99,R,English,Foreign
319,Fish Opus,A Touching Display of a Feminist And a Girl who must Confront a Astronaut in Australia,2006,4,2.99,125,22.99,R,English,Sci-Fi
168,Comancheros Enemy,A Boring Saga of a Lumberjack And a Monkey who must Find a Monkey in The Gulf of Mexico,2006,5,0.99,67,23.99,R,English,Children
120,Caribbean Liberty,A Fanciful Tale of a Pioneer And a Technical Writer who must Outgun a Pioneer in A Shark Tank,2006,3,4.99,92,16.99,NC-17,English,Sports
672,Perfect Groove,A Thrilling Yarn of a Dog And a Dog who must Build a Husband in A Baloon,2006,7,2.99,82,17.99,PG-13,English,Comedy
866,Sunset Racer,A Awe-Inspiring Reflection of a Astronaut And a A Shark who must Defeat a Forensic Psychologist in California,2006,6,0.99,48,28.99,NC-17,English,Family
511,Lawrence Love,A Fanciful Yarn of a Database Administrator And a Mad Cow who must Pursue a Womanizer in Berlin,2006,7,0.99,175,23.99,NC-17,English,Action
474,Jade Bunch,A Insightful Panorama of a Squirrel And a Mad Cow who must Confront a Student in The First Manned Space Station,2006,6,2.99,174,21.99,NC-17,English,Sports
693,Potter Connecticut,A Thrilling Epistle of a Frisbee And a Cat who must Fight a Technical Writer in Berlin,2006,5,2.99,115,16.99,PG,English,Animation
215,Dawn Pond,A Thoughtful Documentary of a Dentist And a Forensic Psychologist who must Defeat a Waitress in Berlin,2006,4,4.99,57,27.99,PG,English,Games
41,Arsenic Independence,A Fanciful Documentary of a Mad Cow And a Womanizer who must Find a Dentist in Berlin,2006,4,0.99,137,17.99,PG,English,Travel
839,Stallion Sundance,A Fast-Paced Tale of a Car And a Dog who must Outgun a A Shark in Australia,2006,5,0.99,130,23.99,PG-13,English,Sci-Fi
357,Gilbert Pelican,A Fateful Tale of a Man And a Feminist who must Conquer a Crocodile in A Manhattan Penthouse,2006,7,0.99,114,13.99,G,English,Classics
499,King Evolution,A Action-Packed Tale of a Boy And a Lumberjack who must Chase a Madman in A Baloon,2006,3,4.99,184,24.99,NC-17,English,Family
890,Tights Dawn,A Thrilling Epistle of a Boat And a Secret Agent who must Face a Boy in A Baloon,2006,5,0.99,172,14.99,R,English,Sports
907,Translation Summer,A Touching Reflection of a Man And a Monkey who must Pursue a Womanizer in A MySQL Convention,2006,4,0.99,168,10.99,PG-13,English,Drama
117,Candles Grapes,A Fanciful Character Study of a Monkey And a Explorer who must Build a Astronaut in An Abandoned Fun House,2006,6,4.99,135,15.99,NC-17,English,Games
322,Flatliners Killer,A Taut Display of a Secret Agent And a Waitress who must Sink a Robot in An Abandoned Mine Shaft,2006,5,2.99,100,29.99,G,English,Sports
525,Loathing Legally,A Boring Epistle of a Pioneer And a Mad Scientist who must Escape a Frisbee in The Gulf of Mexico,2006,4,0.99,140,29.99,R,English,Classics
655,Panther Reds,A Brilliant Panorama of a Moose And a Man who must Reach a Teacher in The Gulf of Mexico,2006,5,4.99,109,22.99,NC-17,English,Sci-Fi
937,Varsity Trip,A Action-Packed Character Study of a Astronaut And a Explorer who must Reach a Monkey in A MySQL Convention,2006,7,2.99,85,14.99,NC-17,English,New
352,Gathering Calendar,A Intrepid Tale of a Pioneer And a Moose who must Conquer a Frisbee in A MySQL Convention,2006,4,0.99,176,22.99,PG-13,English,Games
949,Volcano Texas,A Awe-Inspiring Yarn of a Hunter And a Feminist who must Challenge a Dentist in The Outback,2006,6,0.99,157,27.99,NC-17,English,Games
539,Luck Opus,A Boring Display of a Moose And a Squirrel who must Outrace a Teacher in A Shark Tank,2006,7,2.99,152,21.99,NC-17,English,Drama
176,Congeniality Quest,A Touching Documentary of a Cat And a Pastry Chef who must Find a Lumberjack in A Baloon,2006,6,0.99,87,21.99,PG-13,English,Sports
734,Road Roxanne,A Boring Character Study of a Waitress And a Astronaut who must Fight a Crocodile in Ancient Japan,2006,4,4.99,158,12.99,R,English,Documentary
983,Won Dares,A Unbelieveable Documentary of a Teacher And a Monkey who must Defeat a Explorer in A U-Boat,2006,7,2.99,105,18.99,PG,English,Music
668,Peak Forever,A Insightful Reflection of a Boat And a Secret Agent who must Vanquish a Astronaut in An Abandoned Mine Shaft,2006,7,4.99,80,25.99,PG,English,Sports
118,Canyon Stock,A Thoughtful Reflection of a Waitress And a Feminist who must Escape a Squirrel in A Manhattan Penthouse,2006,7,0.99,85,26.99,R,English,Animation
119,Caper Motions,A Fateful Saga of a Moose And a Car who must Pursue a Woman in A MySQL Convention,2006,6,0.99,176,22.99,G,English,Comedy
331,Forward Temple,A Astounding Display of a Forensic Psychologist And a Mad Scientist who must Challenge a Girl in New Orleans,2006,6,2.99,90,25.99,NC-17,English,Games
822,Soup Wisdom,A Fast-Paced Display of a Robot And a Butler who must Defeat a Butler in A MySQL Convention,2006,6,0.99,169,12.99,R,English,Family
460,Innocent Usual,A Beautiful Drama of a Pioneer And a Crocodile who must Challenge a Student in The Outback,2006,3,4.99,178,26.99,PG-13,English,Foreign
246,Doubtfire Labyrinth,A Intrepid Panorama of a Butler And a Composer who must Meet a Mad Cow in The Sahara Desert,2006,5,4.99,154,16.99,R,English,Foreign
684,Pizza Jumanji,A Epic Saga of a Cat And a Squirrel who must Outgun a Robot in A U-Boat,2006,4,2.99,173,11.99,NC-17,English,Games
343,Full Flatliners,A Beautiful Documentary of a Astronaut And a Moose who must Pursue a Monkey in A Shark Tank,2006,6,2.99,94,14.99,PG,English,Children
763,Satisfaction Confidential,A Lacklusture Yarn of a Dentist And a Butler who must Meet a Secret Agent in Ancient China,2006,3,4.99,75,26.99,G,English,Sports
448,Idaho Love,A Fast-Paced Drama of a Student And a Crocodile who must Meet a Database Administrator in The Outback,2006,3,2.99,172,25.99,PG-13,English,New
903,Traffic Hobbit,A Amazing Epistle of a Squirrel And a Lumberjack who must Succumb a Database Administrator in A U-Boat,2006,5,4.99,139,13.99,G,English,Travel
998,Zhivago Core,A Fateful Yarn of a Composer And a Man who must Face a Boy in The Canadian Rockies,2006,6,0.99,105,10.99,NC-17,English,Horror
757,Sagebrush Clueless,A Insightful Story of a Lumberjack And a Hunter who must Kill a Boy in Ancient Japan,2006,4,2.99,106,28.99,G,English,Documentary
662,Paths Control,A Astounding Documentary of a Butler And a Cat who must Find a Frisbee in Ancient China,2006,3,4.99,118,9.99,PG,English,Drama
884,Terminator Club,A Touching Story of a Crocodile And a Girl who must Sink a Man in The Gulf of Mexico,2006,5,4.99,88,11.99,R,English,Music
328,Forever Candidate,A Unbelieveable Panorama of a Technical Writer And a Man who must Pursue a Frisbee in A U-Boat,2006,7,2.99,131,28.99,NC-17,English,Children
751,Runaway Tenenbaums,A Thoughtful Documentary of a Boat And a Man who must Meet a Boat in An Abandoned Fun House,2006,6,0.99,181,17.99,NC-17,English,New
262,Dumbo Lust,A Touching Display of a Feminist And a Dentist who must Conquer a Husband in The Gulf of Mexico,2006,5,0.99,119,17.99,NC-17,English,Family
753,Rush Goodfellas,A Emotional Display of a Man And a Dentist who must Challenge a Squirrel in Australia,2006,3,0.99,48,20.99,PG,English,Family
20,Amelie Hellfighters,A Boring Drama of a Woman And a Squirrel who must Conquer a Student in A Baloon,2006,4,4.99,79,23.99,R,English,Music
